"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",23,1400,1500,1500,1500,1700,1800,30000,30000,30000
"Total",23,1400,1500,1500,1500,1700,1800,30000,30000,30000
