"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",16,1200,1600,1800,1800,2300,2800,2800,2800,2800
"GET gold-1",22,1100,1400,1700,1800,1900,2000,2300,2300,2300
"GET gold-2",17,1300,1500,1500,1700,2300,2600,2600,2600,2600
"GET gold-3",19,1300,1500,1700,1800,2400,2400,2400,2400,2400
"GET gold-4",23,1200,1300,1500,1600,1700,1900,2100,2100,2100
"GET gold-5",22,1300,1300,1500,1700,1800,2100,2300,2300,2300
"GET gold-6",26,1200,1400,1500,1600,1900,2000,2100,2100,2100
"GET gold-7",18,1500,1600,1700,1700,2400,2600,2600,2600,2600
"Total",163,1200,1500,1600,1700,2000,2300,2400,2600,2800
