"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",20,940,1200,1300,1400,1600,1700,1700,1700,1700
"GET gold-1",20,1100,1200,1400,1500,1600,1900,1900,1900,1900
"GET gold-2",23,980,1400,1400,1400,1400,1600,1600,1600,1600
"GET gold-3",20,1300,1400,1500,1500,1600,1700,1700,1700,1700
"GET gold-4",28,870,940,1000,1100,1400,1600,1600,1600,1600
"GET gold-5",30,900,1200,1300,1400,1700,1800,1900,1900,1900
"GET gold-6",25,1000,1100,1200,1400,1500,1600,1700,1700,1700
"GET gold-7",24,1100,1200,1400,1400,1500,1500,1600,1600,1600
"GET gold-8",23,1300,1400,1500,1500,1600,1600,1800,1800,1800
"Total",213,1000,1300,1400,1400,1500,1600,1700,1800,1900
