"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",45,1200,1300,1600,1700,1800,2100,5000,5000,5000
"GET gold-1",48,1000,1200,1400,1700,1900,2100,5700,5700,5700
"GET gold-2",49,990,1300,1400,1600,1600,1800,5600,5600,5600
"GET gold-3",49,1100,1200,1300,1400,1800,2200,5100,5100,5100
"GET gold-4",50,1000,1300,1400,1500,1600,1800,5000,5000,5000
"GET gold-5",44,1100,1600,1700,1800,1900,2000,5900,5900,5900
"GET gold-6",44,1200,1400,1700,1800,1900,2100,5800,5800,5800
"GET gold-7",46,1100,1300,1600,1600,2100,2300,6100,6100,6100
"GET gold-8",47,1100,1200,1300,1500,1700,2200,6700,6700,6700
"Total",422,1100,1300,1500,1600,1800,2100,5000,5700,6700
