"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",39,1500,1600,1700,1800,2000,2200,2300,2300,2300
"GET gold-1",39,1500,1700,1800,1800,1900,2300,2500,2500,2500
"GET gold-2",38,1600,1700,1800,1900,2000,2200,2300,2300,2300
"GET gold-3",39,1500,1700,1700,1800,1900,2200,2200,2200,2200
"GET gold-4",38,1600,1800,1900,1900,2100,2100,2700,2700,2700
"GET gold-5",38,1500,1600,1700,1800,2100,2100,2200,2200,2200
"GET gold-6",39,1500,1600,1700,1800,2000,2300,2500,2500,2500
"GET gold-7",38,1600,1700,1800,1900,1900,2200,2300,2300,2300
"GET gold-8",38,1600,1700,1700,1800,2000,2500,2700,2700,2700
"Total",346,1500,1700,1800,1800,2000,2200,2300,2500,2700
