"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",14,1600,1700,1700,1700,1800,1800,1800,1800,1800
"GET gold-1",13,1600,1700,1700,1700,1900,2100,2100,2100,2100
"GET gold-2",17,1500,1600,1600,1600,1800,2400,2400,2400,2400
"GET gold-3",20,1500,1600,1700,1700,1700,1800,1800,1800,1800
"GET gold-4",16,1600,1600,1700,1700,1900,1900,1900,1900,1900
"GET gold-5",22,1300,1500,1600,1600,1800,1800,2400,2400,2400
"GET gold-6",17,1400,1600,1600,1700,1900,2100,2100,2100,2100
"GET gold-7",22,1400,1500,1700,1700,1800,2000,2100,2100,2100
"GET gold-8",15,1600,1600,1800,1800,1800,2300,2300,2300,2300
"Total",156,1500,1600,1700,1700,1800,1900,2100,2400,2400
