"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",29,1900,2300,2600,2800,3100,3200,3200,3200,3200
"GET gold-1",28,2100,2400,2500,2500,2800,3000,3800,3800,3800
"GET gold-2",29,2100,2200,2300,2600,2900,3100,4000,4000,4000
"GET gold-3",30,1900,2300,2500,2800,3000,3100,3500,3500,3500
"GET gold-4",30,2000,2100,2300,2400,2800,3500,3600,3600,3600
"GET gold-5",29,1900,2100,2300,2500,3200,3400,3400,3400,3400
"GET gold-6",29,2000,2400,2500,2500,2900,3000,3400,3400,3400
"GET gold-7",27,2100,2300,2400,2700,3200,3600,4200,4200,4200
"GET gold-8",30,1900,2100,2300,2300,2700,3300,3900,3900,3900
"Total",261,2000,2200,2400,2500,3000,3200,3600,3900,4200
