"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",15,1800,2100,2200,2200,2300,2500,2500,2500,2500
"GET gold-1",12,2100,2400,2600,2600,2600,2700,2700,2700,2700
"GET gold-2",13,1900,2000,2300,2300,2400,2600,2600,2600,2600
"GET gold-3",12,2300,2400,2700,2700,3000,3100,3100,3100,3100
"GET gold-4",12,1900,2000,2600,2600,2800,3200,3200,3200,3200
"GET gold-5",14,1800,2000,2100,2700,2700,3600,3600,3600,3600
"GET gold-6",10,2400,2400,2500,2600,2700,2700,2700,2700,2700
"GET gold-7",10,1900,2000,2200,3400,3600,3600,3600,3600,3600
"GET gold-8",15,1600,2000,2500,2800,3200,3200,3200,3200,3200
"Total",113,1900,2100,2400,2500,2700,3200,3400,3600,3600
