"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",47,1200,1300,1400,1500,2000,2300,2700,2700,2700
"GET gold-1",48,1200,1300,1400,1600,1800,2000,2200,2200,2200
"GET gold-2",43,1300,1400,1600,1600,1900,2200,2600,2600,2600
"GET gold-3",47,1200,1500,1500,1600,1700,1700,2600,2600,2600
"GET gold-4",48,1200,1400,1400,1500,1700,1800,2400,2400,2400
"GET gold-5",48,1200,1300,1500,1600,1700,1900,2200,2200,2200
"GET gold-6",47,1200,1300,1400,1500,1800,2100,3100,3100,3100
"GET gold-7",45,1300,1500,1600,1700,1900,1900,2200,2200,2200
"GET gold-8",45,1300,1400,1500,1600,1700,2200,3500,3500,3500
"GET gold-9",44,1200,1300,1600,1600,1800,2100,3100,3100,3100
"Total",462,1200,1400,1500,1600,1800,2100,2400,2700,3500
