"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",21,0,1100,1209,592,2301,19,0.71
"GET","gold-1",21,0,1400,1398,611,3266,19,0.71
"GET","gold-2",20,0,1200,1355,847,2205,19,0.68
"GET","gold-3",16,0,1200,1298,820,1907,19,0.54
"GET","gold-4",19,0,1100,1302,394,2466,19,0.64
"GET","gold-5",22,0,1200,1204,416,2569,19,0.74
"GET","gold-6",19,0,1200,1251,537,2177,19,0.64
"GET","gold-7",24,0,1100,1188,282,2401,19,0.81
"GET","gold-8",16,0,1100,1338,316,3647,19,0.54
"GET","gold-9",16,0,1300,1424,824,2356,19,0.54
"None","Total",194,0,1200,1290,282,3647,19,6.56
