"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",21,1100,1500,1500,1500,1800,1800,2300,2300,2300
"GET gold-1",21,1400,1500,1600,1600,1800,2000,3300,3300,3300
"GET gold-2",20,1400,1500,1600,1600,2100,2200,2200,2200,2200
"GET gold-3",16,1200,1400,1800,1800,1800,1900,1900,1900,1900
"GET gold-4",19,1100,1400,1700,2100,2200,2500,2500,2500,2500
"GET gold-5",22,1200,1400,1400,1400,1700,2000,2600,2600,2600
"GET gold-6",19,1200,1400,1600,1700,2000,2200,2200,2200,2200
"GET gold-7",24,1200,1200,1400,1500,2100,2200,2400,2400,2400
"GET gold-8",16,1300,1600,1800,1800,2100,3600,3600,3600,3600
"GET gold-9",16,1400,1600,1700,1700,2300,2400,2400,2400,2400
"Total",194,1200,1400,1600,1600,2000,2200,2500,3300,3600
