"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",24,2500,2600,2900,2900,3300,3400,3500,3500,3500
"GET gold-1",24,2500,2500,2600,2600,2700,3000,3200,3200,3200
"Total",48,2500,2600,2700,2700,3100,3300,3500,3500,3500
