"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",53,1100,1300,1300,1500,1900,2000,2200,2200,2200
"GET gold-1",53,1000,1200,1600,1600,1800,2000,2000,2200,2200
"GET gold-2",48,1200,1300,1500,1600,2000,2100,2200,2200,2200
"Total",154,1100,1300,1400,1600,1900,2000,2200,2200,2200
