"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",20,1500,1500,1500,1500,1600,1900,1900,1900,1900
"GET gold-1",22,1300,1500,1600,1600,1600,1600,1800,1800,1800
"GET gold-2",19,1400,1500,1500,1500,1600,2300,2300,2300,2300
"GET gold-3",24,1300,1500,1500,1500,1600,1600,1700,1700,1700
"Total",85,1300,1500,1500,1500,1600,1600,1900,2300,2300
