time,nr_query_cols,nr_query_conds,nr_data_rows,nr_data_cols,nr_users,tot_cpu,tot_mem
66.328702214,2,1,1000000,25,1,12,10
32.950987544,2,1,1000000,25,1,12,10
32.711779197,2,1,1000000,25,1,12,10
29.590845009,2,1,1000000,25,1,12,10
37.001626367,2,1,1000000,25,1,11,10
33.510250397,2,1,1000000,25,1,11,10
30.361472855,2,1,1000000,25,1,11,10
28.269461207,2,1,1000000,25,1,11,10
34.835011718,2,1,1000000,25,1,10,10
39.579282438,2,1,1000000,25,1,10,10
31.563461372,2,1,1000000,25,1,10,10
37.125937788,2,1,1000000,25,1,10,10
33.744604433,2,1,1000000,25,1,12,10
24.637746747,2,1,1000000,25,1,12,10
23.292869614,2,1,1000000,25,1,12,10
24.670138234,2,1,1000000,25,1,12,10
33.26984109,2,1,1000000,25,1,13,10
28.175789631,2,1,1000000,25,1,13,10
25.052711136,2,1,1000000,25,1,13,10
25.872383315,2,1,1000000,25,1,13,10
42.928104538,2,1,1000000,25,1,11,10
34.677393757,2,1,1000000,25,1,11,10
30.668658452,2,1,1000000,25,1,11,10
31.359178968,2,1,1000000,25,1,11,10
35.284537307,2,1,1000000,25,1,12,10
32.078224087,2,1,1000000,25,1,12,10
30.577043787,2,1,1000000,25,1,12,10
32.387843376,2,1,1000000,25,1,12,10
33.668083955,2,1,1000000,25,1,11,10
29.704704153,2,1,1000000,25,1,11,10
30.727112197,2,1,1000000,25,1,11,10
30.20075823,2,1,1000000,25,1,11,10
30.298363966,2,1,1000000,25,1,13,10
30.337211846,2,1,1000000,25,1,13,10
31.426236245,2,1,1000000,25,1,13,10
30.999757356,2,1,1000000,25,1,13,10
35.528378405,2,1,1000000,25,1,12,10
33.198866763,2,1,1000000,25,1,12,10
29.393189874,2,1,1000000,25,1,12,10
31.543731226,2,1,1000000,25,1,12,10
30.605033701,2,1,1000000,25,1,13,10
30.320837266,2,1,1000000,25,1,13,10
31.649187665,2,1,1000000,25,1,13,10
28.936010101,2,1,1000000,25,1,13,10
30.800484944,2,1,1000000,25,1,13,10
30.647535852,2,1,1000000,25,1,13,10
28.075691415,2,1,1000000,25,1,13,10
32.185062508,2,1,1000000,25,1,13,10
33.364457771,2,1,1000000,25,1,11,10
31.008690976,2,1,1000000,25,1,11,10
32.0072528,2,1,1000000,25,1,11,10
31.392980171,2,1,1000000,25,1,11,10
33.115354113,2,1,1000000,25,1,13,10
31.53715658,2,1,1000000,25,1,13,10
29.982266768,2,1,1000000,25,1,13,10
29.924360159,2,1,1000000,25,1,13,10
34.41246819,2,1,1000000,25,1,12,10
30.715896029,2,1,1000000,25,1,12,10
32.003365452,2,1,1000000,25,1,12,10
29.430179671,2,1,1000000,25,1,12,10
32.069312047,2,1,1000000,25,1,13,10
30.59840639,2,1,1000000,25,1,13,10
31.580018153,2,1,1000000,25,1,13,10
30.143437608,2,1,1000000,25,1,13,10
32.897291622,2,1,1000000,25,1,12,10
31.889214028,2,1,1000000,25,1,12,10
28.51486037,2,1,1000000,25,1,12,10
31.155635235,2,1,1000000,25,1,12,10
32.596742489,2,1,1000000,25,1,13,10
32.703472287,2,1,1000000,25,1,13,10
30.405543815,2,1,1000000,25,1,13,10
31.444126032,2,1,1000000,25,1,13,10
38.241269195,2,1,1000000,25,1,10,10
36.368873337,2,1,1000000,25,1,10,10
32.052396391,2,1,1000000,25,1,10,10
31.917938699,2,1,1000000,25,1,10,10
32.388478587,2,1,1000000,25,1,12,10
31.365792388,2,1,1000000,25,1,12,10
33.447295662,2,1,1000000,25,1,12,10
32.206536769,2,1,1000000,25,1,12,10
36.154014265,2,1,1000000,25,1,11,10
35.574058247,2,1,1000000,25,1,11,10
36.667391633,2,1,1000000,25,1,11,10
30.850697122,2,1,1000000,25,1,11,10
35.980975642,2,1,1000000,25,1,12,10
42.043225925,2,1,1000000,25,1,12,10
29.965189719,2,1,1000000,25,1,12,10
29.195492966,2,1,1000000,25,1,12,10
41.617815127,2,1,1000000,25,1,13,10
35.37534915,2,1,1000000,25,1,13,10
32.747842534,2,1,1000000,25,1,13,10
31.810951342,2,1,1000000,25,1,13,10
31.142359642,2,1,1000000,25,1,12,11
24.708897342,2,1,1000000,25,1,12,11
25.124278279,2,1,1000000,25,1,12,11
23.133441726,2,1,1000000,25,1,12,11
27.75042876,2,1,1000000,25,1,13,11
23.702377856,2,1,1000000,25,1,13,11
22.99785285,2,1,1000000,25,1,13,11
24.230029932,2,1,1000000,25,1,13,11
25.869609717,2,1,1000000,25,1,12,11
24.457195397,2,1,1000000,25,1,12,11
23.917032621,2,1,1000000,25,1,12,11
25.224618997,2,1,1000000,25,1,12,11
75.297014577,2,1,1000000,25,1,10,11
35.636310497,2,1,1000000,25,1,10,11
33.922484641,2,1,1000000,25,1,10,11
32.154354781,2,1,1000000,25,1,10,11
57.412188702,2,1,1000000,25,1,10,11
33.187802577,2,1,1000000,25,1,10,11
34.577462349,2,1,1000000,25,1,10,11
32.636450801,2,1,1000000,25,1,10,11
35.753365031,2,1,1000000,25,1,11,11
32.768840446,2,1,1000000,25,1,11,11
30.254798503,2,1,1000000,25,1,11,11
31.860290535,2,1,1000000,25,1,11,11
73.474253122,2,1,1000000,25,1,13,11
34.183164138,2,1,1000000,25,1,13,11
30.558484644,2,1,1000000,25,1,13,11
28.932016934,2,1,1000000,25,1,13,11
33.256009187,2,1,1000000,25,1,11,11
27.898841959,2,1,1000000,25,1,11,11
29.243993201,2,1,1000000,25,1,11,11
31.171099471,2,1,1000000,25,1,11,11
33.646011002,2,1,1000000,25,1,11,11
31.72640416,2,1,1000000,25,1,11,11
30.675708542,2,1,1000000,25,1,11,11
29.772769539,2,1,1000000,25,1,11,11
32.596230583,2,1,1000000,25,1,11,11
32.274768413,2,1,1000000,25,1,11,11
30.33028602,2,1,1000000,25,1,11,11
31.381042806,2,1,1000000,25,1,11,11
34.099374494,2,1,1000000,25,1,11,11
31.371151069,2,1,1000000,25,1,11,11
28.096671613,2,1,1000000,25,1,11,11
32.814507787,2,1,1000000,25,1,11,11
32.840559618,2,1,1000000,25,1,13,11
32.125746101,2,1,1000000,25,1,13,11
28.465535056,2,1,1000000,25,1,13,11
32.625853535,2,1,1000000,25,1,13,11
43.129409341,2,1,1000000,25,1,12,11
38.974701867,2,1,1000000,25,1,12,11
32.571869283,2,1,1000000,25,1,12,11
32.16667821,2,1,1000000,25,1,12,11
34.396763617,2,1,1000000,25,1,11,11
32.832269052,2,1,1000000,25,1,11,11
30.276997831,2,1,1000000,25,1,11,11
30.760992085,2,1,1000000,25,1,11,11
42.588261455,2,1,1000000,25,1,13,11
33.529256436,2,1,1000000,25,1,13,11
32.414466157,2,1,1000000,25,1,13,11
30.304085465,2,1,1000000,25,1,13,11
33.202872935,2,1,1000000,25,1,13,11
30.344101043,2,1,1000000,25,1,13,11
29.851252173,2,1,1000000,25,1,13,11
26.894784993,2,1,1000000,25,1,13,11
43.982259932,2,1,1000000,25,1,11,11
38.59987005,2,1,1000000,25,1,11,11
32.790360002,2,1,1000000,25,1,11,11
30.593747496,2,1,1000000,25,1,11,11
34.444880639,2,1,1000000,25,1,13,11
29.388654449,2,1,1000000,25,1,13,11
32.769482657,2,1,1000000,25,1,13,11
27.719924468,2,1,1000000,25,1,13,11
30.997406708,2,1,1000000,25,1,11,11
32.033228309,2,1,1000000,25,1,11,11
32.533095914,2,1,1000000,25,1,11,11
32.098650023,2,1,1000000,25,1,11,11
33.673165484,2,1,1000000,25,1,13,11
33.111426803,2,1,1000000,25,1,13,11
28.435107088,2,1,1000000,25,1,13,11
30.087992176,2,1,1000000,25,1,13,11
35.990907787,2,1,1000000,25,1,10,11
40.809001671,2,1,1000000,25,1,10,11
32.445042964,2,1,1000000,25,1,10,11
33.497835884,2,1,1000000,25,1,10,11
34.317721707,2,1,1000000,25,1,13,11
33.700897341,2,1,1000000,25,1,13,11
33.963389505,2,1,1000000,25,1,13,11
28.955915134,2,1,1000000,25,1,13,11
35.447717931,3,2,1000000,25,2,10,10
28.043939315,3,2,1000000,25,2,10,10
28.805002837,3,2,1000000,25,2,10,10
34.732600014,3,2,1000000,25,2,11,10
28.509019543,3,2,1000000,25,2,11,10
26.881233073,3,2,1000000,25,2,11,10
51.539274233,3,2,1000000,25,2,10,10
30.568950543,3,2,1000000,25,2,10,10
27.377224147,3,2,1000000,25,2,10,10
26.125389694,3,2,1000000,25,2,10,10
48.461667836,3,2,1000000,25,2,11,10
30.007682047,3,2,1000000,25,2,11,10
27.999690987,3,2,1000000,25,2,11,10
25.680015562,3,2,1000000,25,2,11,10
34.225959604,3,2,1000000,25,2,10,10
27.174059303,3,2,1000000,25,2,10,10
28.193998402,3,2,1000000,25,2,10,10
24.43275578,3,2,1000000,25,2,10,10
34.221679263,3,2,1000000,25,2,11,10
27.891495129,3,2,1000000,25,2,11,10
25.748812645,3,2,1000000,25,2,11,10
25.490758576,3,2,1000000,25,2,11,10
32.16164748,3,2,1000000,25,2,10,10
26.855211772,3,2,1000000,25,2,10,10
25.023352925,3,2,1000000,25,2,10,10
25.901544074,3,2,1000000,25,2,10,10
29.91455694,3,2,1000000,25,2,11,10
27.892874083,3,2,1000000,25,2,11,10
25.40338112,3,2,1000000,25,2,11,10
25.183788849,3,2,1000000,25,2,11,10
37.88141068,3,2,1000000,25,2,11,10
30.161087183,3,2,1000000,25,2,11,10
25.555886892,3,2,1000000,25,2,11,10
32.617022962,3,2,1000000,25,2,12,10
27.347189469,3,2,1000000,25,2,12,10
26.43683856,3,2,1000000,25,2,12,10
36.963803114,3,2,1000000,25,2,11,10
30.457225766,3,2,1000000,25,2,11,10
25.637445832,3,2,1000000,25,2,11,10
24.532833571,3,2,1000000,25,2,11,10
40.513865479,3,2,1000000,25,2,12,10
27.673316447,3,2,1000000,25,2,12,10
27.34641072,3,2,1000000,25,2,12,10
22.742875804,3,2,1000000,25,2,12,10
30.811977631,3,2,1000000,25,2,11,10
27.566229009,3,2,1000000,25,2,11,10
25.453737367,3,2,1000000,25,2,11,10
25.412122141,3,2,1000000,25,2,11,10
30.30200221,3,2,1000000,25,2,12,10
28.559284907,3,2,1000000,25,2,12,10
23.460091523,3,2,1000000,25,2,12,10
24.798973277,3,2,1000000,25,2,12,10
26.993540044,3,2,1000000,25,2,11,10
25.08866109,3,2,1000000,25,2,11,10
25.268685414,3,2,1000000,25,2,11,10
24.735161408,3,2,1000000,25,2,11,10
27.837170032,3,2,1000000,25,2,12,10
23.878325962,3,2,1000000,25,2,12,10
24.032738713,3,2,1000000,25,2,12,10
23.523041594,3,2,1000000,25,2,12,10
118.463643466,3,2,1000000,25,2,10,10
37.960097387,3,2,1000000,25,2,10,10
33.572397943,3,2,1000000,25,2,10,10
31.020100795,3,2,1000000,25,2,10,10
116.095030612,3,2,1000000,25,2,11,10
36.221636227,3,2,1000000,25,2,11,10
32.174566363,3,2,1000000,25,2,11,10
29.626982776,3,2,1000000,25,2,11,10
41.930133278,3,2,1000000,25,2,10,10
32.882154657,3,2,1000000,25,2,10,10
30.867271525,3,2,1000000,25,2,10,10
31.240001019,3,2,1000000,25,2,10,10
43.706091283,3,2,1000000,25,2,11,10
30.410637037,3,2,1000000,25,2,11,10
27.816583018,3,2,1000000,25,2,11,10
24.872023356,3,2,1000000,25,2,11,10
37.270596124,3,2,1000000,25,2,10,10
29.387226586,3,2,1000000,25,2,10,10
28.619509141,3,2,1000000,25,2,10,10
30.226806664,3,2,1000000,25,2,10,10
35.855964826,3,2,1000000,25,2,11,10
28.796532439,3,2,1000000,25,2,11,10
30.58659858,3,2,1000000,25,2,11,10
26.328631466,3,2,1000000,25,2,11,10
32.095822308,3,2,1000000,25,2,10,10
32.107834086,3,2,1000000,25,2,10,10
30.444629331,3,2,1000000,25,2,10,10
29.228209305,3,2,1000000,25,2,10,10
30.834379789,3,2,1000000,25,2,11,10
31.923925886,3,2,1000000,25,2,11,10
26.354010393,3,2,1000000,25,2,11,10
30.377018476,3,2,1000000,25,2,11,10
36.385754433,3,2,1000000,25,2,10,10
32.542385279,3,2,1000000,25,2,10,10
31.052679899,3,2,1000000,25,2,10,10
30.339012978,3,2,1000000,25,2,10,10
45.769483061,3,2,1000000,25,2,12,10
31.057876426,3,2,1000000,25,2,12,10
26.719763043,3,2,1000000,25,2,12,10
26.215246698,3,2,1000000,25,2,12,10
34.663478219,3,2,1000000,25,2,11,10
29.87147205,3,2,1000000,25,2,11,10
33.673936701,3,2,1000000,25,2,11,10
30.036962341,3,2,1000000,25,2,11,10
27.124679727,3,2,1000000,25,2,11,10
26.293295137,3,2,1000000,25,2,11,10
39.021243346,3,2,1000000,25,2,12,10
35.781109762,3,2,1000000,25,2,12,10
30.071932171,3,2,1000000,25,2,12,10
30.673460954,3,2,1000000,25,2,12,10
30.757280987,3,2,1000000,25,2,13,10
29.70986071,3,2,1000000,25,2,13,10
31.609839407,3,2,1000000,25,2,13,10
29.097127257,3,2,1000000,25,2,13,10
33.022249069,3,2,1000000,25,2,11,10
31.915693345,3,2,1000000,25,2,11,10
30.767787931,3,2,1000000,25,2,11,10
31.602002718,3,2,1000000,25,2,11,10
30.295268423,3,2,1000000,25,2,13,10
31.405854376,3,2,1000000,25,2,13,10
31.710618791,3,2,1000000,25,2,13,10
28.455959631,3,2,1000000,25,2,13,10
36.985891972,3,2,1000000,25,2,12,10
33.01086748,3,2,1000000,25,2,12,10
30.869734385,3,2,1000000,25,2,12,10
27.560984105,3,2,1000000,25,2,12,10
37.396593833,3,2,1000000,25,2,13,10
32.082056551,3,2,1000000,25,2,13,10
32.748440375,3,2,1000000,25,2,13,10
29.783696405,3,2,1000000,25,2,13,10
32.128013364,3,2,1000000,25,2,12,10
28.543948422,3,2,1000000,25,2,12,10
29.795378305,3,2,1000000,25,2,12,10
31.84009289,3,2,1000000,25,2,12,10
32.45055111,3,2,1000000,25,2,13,10
29.216241663,3,2,1000000,25,2,13,10
28.477742412,3,2,1000000,25,2,13,10
26.486057231,3,2,1000000,25,2,13,10
39.170011724,3,2,1000000,25,2,11,10
35.783453815,3,2,1000000,25,2,11,10
32.630308589,3,2,1000000,25,2,11,10
29.877435589,3,2,1000000,25,2,11,10
33.626935839,3,2,1000000,25,2,12,10
31.944935554,3,2,1000000,25,2,12,10
31.769754497,3,2,1000000,25,2,12,10
30.80429444,3,2,1000000,25,2,12,10
37.321329367,3,2,1000000,25,2,13,10
32.75903882,3,2,1000000,25,2,13,10
30.197655676,3,2,1000000,25,2,13,10
29.31681391,3,2,1000000,25,2,13,10
42.111391588,3,2,1000000,25,2,12,11
28.201708349,3,2,1000000,25,2,12,11
25.505548049,3,2,1000000,25,2,12,11
24.218285764,3,2,1000000,25,2,12,11
28.611053901,3,2,1000000,25,2,12,11
24.667830486,3,2,1000000,25,2,12,11
27.868289149,3,2,1000000,25,2,12,11
26.424932962,3,2,1000000,25,2,12,11
110.507274304,3,2,1000000,25,2,10,11
37.602905683,3,2,1000000,25,2,10,11
34.054396271,3,2,1000000,25,2,10,11
28.522752296,3,2,1000000,25,2,10,11
111.985043142,3,2,1000000,25,2,13,11
34.606005395,3,2,1000000,25,2,13,11
30.902045189,3,2,1000000,25,2,13,11
28.870847576,3,2,1000000,25,2,13,11
34.397981042,3,2,1000000,25,2,11,11
29.944036527,3,2,1000000,25,2,11,11
30.109747887,3,2,1000000,25,2,11,11
28.486068102,3,2,1000000,25,2,11,11
36.892817864,3,2,1000000,25,2,11,11
31.486199788,3,2,1000000,25,2,11,11
33.973544338,3,2,1000000,25,2,11,11
29.447991327,3,2,1000000,25,2,11,11
31.13189447,3,2,1000000,25,2,11,11
30.634515918,3,2,1000000,25,2,11,11
31.349158734,3,2,1000000,25,2,11,11
28.8058827,3,2,1000000,25,2,11,11
31.343128175,3,2,1000000,25,2,13,11
30.769068744,3,2,1000000,25,2,13,11
25.929836669,3,2,1000000,25,2,13,11
28.642647301,3,2,1000000,25,2,13,11
46.203091725,3,2,1000000,25,2,12,11
36.00618204,3,2,1000000,25,2,12,11
31.957651851,3,2,1000000,25,2,12,11
35.260200527,3,2,1000000,25,2,12,11
36.86081192,3,2,1000000,25,2,11,11
32.907093153,3,2,1000000,25,2,11,11
29.987804668,3,2,1000000,25,2,11,11
29.05295441,3,2,1000000,25,2,11,11
48.944286414,3,2,1000000,25,2,13,11
35.064610247,3,2,1000000,25,2,13,11
33.418921921,3,2,1000000,25,2,13,11
29.27528583,3,2,1000000,25,2,13,11
40.479858803,3,2,1000000,25,2,11,11
33.836862049,3,2,1000000,25,2,11,11
29.901924245,3,2,1000000,25,2,11,11
30.001790977,3,2,1000000,25,2,11,11
33.891831594,3,2,1000000,25,2,13,11
29.792687214,3,2,1000000,25,2,13,11
29.703517082,3,2,1000000,25,2,13,11
29.367130203,3,2,1000000,25,2,13,11
37.929871318,3,2,1000000,25,2,13,11
33.255760106,3,2,1000000,25,2,13,11
29.80278024,3,2,1000000,25,2,13,11
29.014451714,3,2,1000000,25,2,13,11
46.201847569,4,3,1000000,25,3,10,10
32.950903698,4,3,1000000,25,3,10,10
30.360014771,4,3,1000000,25,3,10,10
43.052341344,4,3,1000000,25,3,11,10
31.174346192,4,3,1000000,25,3,11,10
27.951142989,4,3,1000000,25,3,11,10
58.680248483,4,3,1000000,25,3,10,10
35.796097469,4,3,1000000,25,3,10,10
29.648201921,4,3,1000000,25,3,10,10
27.038036159,4,3,1000000,25,3,10,10
59.746439099,4,3,1000000,25,3,11,10
35.064347556,4,3,1000000,25,3,11,10
30.493291507,4,3,1000000,25,3,11,10
26.597749252,4,3,1000000,25,3,11,10
41.789284239,4,3,1000000,25,3,10,10
34.119057119,4,3,1000000,25,3,10,10
28.077558415,4,3,1000000,25,3,10,10
28.590849424,4,3,1000000,25,3,10,10
40.141505469,4,3,1000000,25,3,11,10
32.46507759,4,3,1000000,25,3,11,10
27.084710175,4,3,1000000,25,3,11,10
23.567052211,4,3,1000000,25,3,11,10
34.604307718,4,3,1000000,25,3,10,10
31.896627003,4,3,1000000,25,3,10,10
27.273380395,4,3,1000000,25,3,10,10
26.257593074,4,3,1000000,25,3,10,10
33.382747519,4,3,1000000,25,3,11,10
31.129070356,4,3,1000000,25,3,11,10
25.843688165,4,3,1000000,25,3,11,10
24.641742724,4,3,1000000,25,3,11,10
46.555901166,4,3,1000000,25,3,11,10
34.030153951,4,3,1000000,25,3,11,10
28.489807869,4,3,1000000,25,3,11,10
40.736365959,4,3,1000000,25,3,12,10
32.198613776,4,3,1000000,25,3,12,10
27.976626039,4,3,1000000,25,3,12,10
51.958028248,4,3,1000000,25,3,11,10
33.733978325,4,3,1000000,25,3,11,10
29.407830169,4,3,1000000,25,3,11,10
28.454857386,4,3,1000000,25,3,11,10
51.136735163,4,3,1000000,25,3,12,10
32.560446136,4,3,1000000,25,3,12,10
26.192977193,4,3,1000000,25,3,12,10
25.693459409,4,3,1000000,25,3,12,10
36.555272164,4,3,1000000,25,3,11,10
28.399414451,4,3,1000000,25,3,11,10
28.542904213,4,3,1000000,25,3,11,10
25.986983024,4,3,1000000,25,3,11,10
35.88419454,4,3,1000000,25,3,12,10
29.419135572,4,3,1000000,25,3,12,10
27.676412025,4,3,1000000,25,3,12,10
24.285163628,4,3,1000000,25,3,12,10
31.383966977,4,3,1000000,25,3,11,10
30.560784815,4,3,1000000,25,3,11,10
24.647305485,4,3,1000000,25,3,11,10
25.492842233,4,3,1000000,25,3,11,10
30.730577757,4,3,1000000,25,3,12,10
29.478348025,4,3,1000000,25,3,12,10
27.205796236,4,3,1000000,25,3,12,10
26.311360038,4,3,1000000,25,3,12,10
139.097068263,4,3,1000000,25,3,10,10
41.558323909,4,3,1000000,25,3,10,10
31.11276725,4,3,1000000,25,3,10,10
32.701803451,4,3,1000000,25,3,10,10
151.45594247,4,3,1000000,25,3,11,10
38.420968698,4,3,1000000,25,3,11,10
32.291933592,4,3,1000000,25,3,11,10
31.41496994,4,3,1000000,25,3,11,10
56.956311413,4,3,1000000,25,3,10,10
37.497121299,4,3,1000000,25,3,10,10
32.965789573,4,3,1000000,25,3,10,10
29.67903548,4,3,1000000,25,3,10,10
56.438595957,4,3,1000000,25,3,11,10
33.584844658,4,3,1000000,25,3,11,10
28.779108136,4,3,1000000,25,3,11,10
29.358754523,4,3,1000000,25,3,11,10
41.354904979,4,3,1000000,25,3,10,10
31.554685042,4,3,1000000,25,3,10,10
31.503779433,4,3,1000000,25,3,10,10
28.584100515,4,3,1000000,25,3,10,10
37.856920478,4,3,1000000,25,3,11,10
29.786643515,4,3,1000000,25,3,11,10
30.977475393,4,3,1000000,25,3,11,10
39.854327414,4,3,1000000,25,3,10,10
32.057599642,4,3,1000000,25,3,10,10
28.949377657,4,3,1000000,25,3,10,10
29.487043053,4,3,1000000,25,3,10,10
63.909598148,4,3,1000000,25,3,12,10
34.194211517,4,3,1000000,25,3,12,10
27.79302305,4,3,1000000,25,3,12,10
28.083770232,4,3,1000000,25,3,12,10
48.663390049,4,3,1000000,25,3,13,10
33.290318412,4,3,1000000,25,3,13,10
29.933429365,4,3,1000000,25,3,13,10
25.563840374,4,3,1000000,25,3,13,10
52.194953212,4,3,1000000,25,3,13,10
35.303038078,4,3,1000000,25,3,13,10
28.569705048,4,3,1000000,25,3,13,10
27.543949833,4,3,1000000,25,3,13,10
57.58698172,4,3,1000000,25,3,11,10
36.896605089,4,3,1000000,25,3,11,10
31.540770479,4,3,1000000,25,3,11,10
30.102744703,4,3,1000000,25,3,11,10
37.662717155,4,3,1000000,25,3,12,10
30.438482108,4,3,1000000,25,3,12,10
28.555751443,4,3,1000000,25,3,12,10
30.929706082,4,3,1000000,25,3,12,10
34.798277911,4,3,1000000,25,3,11,10
33.514858143,4,3,1000000,25,3,11,10
29.667701325,4,3,1000000,25,3,11,10
27.862468757,4,3,1000000,25,3,11,10
34.7277971,4,3,1000000,25,3,13,10
28.037448728,4,3,1000000,25,3,13,10
27.804623497,4,3,1000000,25,3,13,10
28.99320149,4,3,1000000,25,3,13,10
43.990603992,4,3,1000000,25,3,12,10
34.086091559,4,3,1000000,25,3,12,10
30.02010622,4,3,1000000,25,3,12,10
30.186814195,4,3,1000000,25,3,12,10
30.769252691,4,3,1000000,25,3,13,10
29.089961652,4,3,1000000,25,3,13,10
31.175924004,4,3,1000000,25,3,13,10
30.831287011,4,3,1000000,25,3,13,10
30.394312527,4,3,1000000,25,3,13,10
29.104347961,4,3,1000000,25,3,13,10
30.844058365,4,3,1000000,25,3,13,10
26.974411306,4,3,1000000,25,3,13,10
34.62362116,4,3,1000000,25,3,11,10
30.975211023,4,3,1000000,25,3,11,10
32.187655567,4,3,1000000,25,3,11,10
28.882364624,4,3,1000000,25,3,11,10
34.293981132,4,3,1000000,25,3,11,10
28.711620465,4,3,1000000,25,3,11,10
27.658346786,4,3,1000000,25,3,11,10
30.616465635,4,3,1000000,25,3,11,10
31.896108385,4,3,1000000,25,3,13,10
30.120650083,4,3,1000000,25,3,13,10
29.277945165,4,3,1000000,25,3,13,10
29.351969707,4,3,1000000,25,3,13,10
38.793415371,4,3,1000000,25,3,12,10
33.818158529,4,3,1000000,25,3,12,10
31.623578799,4,3,1000000,25,3,12,10
29.050045198,4,3,1000000,25,3,12,10
40.586819313,4,3,1000000,25,3,13,10
33.536650527,4,3,1000000,25,3,13,10
30.685311209,4,3,1000000,25,3,13,10
28.471340732,4,3,1000000,25,3,13,10
32.835284279,4,3,1000000,25,3,12,10
30.048431164,4,3,1000000,25,3,12,10
