time,nr_query_cols,nr_query_conds,nr_data_rows,nr_data_cols,nr_users,tot_cpu,tot_mem
35.288235538,6,5,1000000,25,5,11,10
34.002302647,6,5,1000000,25,5,11,10
71.933153699,6,5,1000000,25,5,12,10
40.271384585,6,5,1000000,25,5,12,10
33.926406672,6,5,1000000,25,5,12,10
31.819346051,6,5,1000000,25,5,12,10
44.320588347,6,5,1000000,25,5,11,10
35.147796156,6,5,1000000,25,5,11,10
32.42678906,6,5,1000000,25,5,11,10
32.110779909,6,5,1000000,25,5,11,10
45.785775119,6,5,1000000,25,5,12,10
32.878583052,6,5,1000000,25,5,12,10
31.327194875,6,5,1000000,25,5,12,10
30.485493336,6,5,1000000,25,5,12,10
37.187160018,6,5,1000000,25,5,11,10
35.503840261,6,5,1000000,25,5,11,10
32.81420833,6,5,1000000,25,5,11,10
28.522238654,6,5,1000000,25,5,11,10
38.441610612,6,5,1000000,25,5,12,10
32.736586897,6,5,1000000,25,5,12,10
31.382601191,6,5,1000000,25,5,12,10
29.691816798,6,5,1000000,25,5,12,10
134.380798304,6,5,1000000,25,5,10,10
51.743465,6,5,1000000,25,5,10,10
39.411631641,6,5,1000000,25,5,10,10
35.35976209,6,5,1000000,25,5,10,10
131.797191287,6,5,1000000,25,5,11,10
48.84660177,6,5,1000000,25,5,11,10
34.766049923,6,5,1000000,25,5,11,10
29.91498637,6,5,1000000,25,5,11,10
66.915562639,6,5,1000000,25,5,10,10
45.004672609,6,5,1000000,25,5,10,10
38.235170643,6,5,1000000,25,5,10,10
31.250173901,6,5,1000000,25,5,10,10
67.460788445,6,5,1000000,25,5,11,10
42.10229423,6,5,1000000,25,5,11,10
33.774758627,6,5,1000000,25,5,11,10
32.582096381,6,5,1000000,25,5,11,10
49.37803673,6,5,1000000,25,5,10,10
38.105623425,6,5,1000000,25,5,10,10
32.593001085,6,5,1000000,25,5,10,10
30.312696163,6,5,1000000,25,5,10,10
50.0272571,6,5,1000000,25,5,11,10
36.819653258,6,5,1000000,25,5,11,10
31.301842197,6,5,1000000,25,5,11,10
31.848113449,6,5,1000000,25,5,11,10
42.950728445,6,5,1000000,25,5,10,10
35.038977164,6,5,1000000,25,5,10,10
34.565942764,6,5,1000000,25,5,10,10
32.240908307,6,5,1000000,25,5,10,10
41.12249804,6,5,1000000,25,5,11,10
36.024535145,6,5,1000000,25,5,11,10
30.901845526,6,5,1000000,25,5,11,10
30.260825918,6,5,1000000,25,5,11,10
132.420929684,6,5,1000000,25,5,11,10
49.527046045,6,5,1000000,25,5,11,10
39.961276666,6,5,1000000,25,5,11,10
32.996934115,6,5,1000000,25,5,11,10
134.61256319,6,5,1000000,25,5,12,10
50.212996954,6,5,1000000,25,5,12,10
34.809569533,6,5,1000000,25,5,12,10
29.753379698,6,5,1000000,25,5,12,10
62.448378704,6,5,1000000,25,5,11,10
45.243450516,6,5,1000000,25,5,11,10
35.43437213,6,5,1000000,25,5,11,10
31.684106917,6,5,1000000,25,5,11,10
60.677785094,6,5,1000000,25,5,12,10
38.439600217,6,5,1000000,25,5,12,10
31.624798614,6,5,1000000,25,5,12,10
31.468506507,6,5,1000000,25,5,12,10
44.713481518,6,5,1000000,25,5,11,10
37.034083563,6,5,1000000,25,5,11,10
32.75863283,6,5,1000000,25,5,11,10
29.442559288,6,5,1000000,25,5,11,10
43.332412393,6,5,1000000,25,5,12,10
35.753067487,6,5,1000000,25,5,12,10
32.883892125,6,5,1000000,25,5,12,10
31.678618846,6,5,1000000,25,5,12,10
37.026690874,6,5,1000000,25,5,11,10
33.730091887,6,5,1000000,25,5,11,10
32.804867202,6,5,1000000,25,5,11,10
30.02097104,6,5,1000000,25,5,11,10
86.275333817,6,5,1000000,25,5,12,10
44.112487213,6,5,1000000,25,5,12,10
33.834469903,6,5,1000000,25,5,12,10
31.123155826,6,5,1000000,25,5,12,10
67.307742532,6,5,1000000,25,5,13,10
43.651690526,6,5,1000000,25,5,13,10
34.219355221,6,5,1000000,25,5,13,10
32.465999808,6,5,1000000,25,5,13,10
77.394221298,6,5,1000000,25,5,11,10
42.558251326,6,5,1000000,25,5,11,10
34.049118163,6,5,1000000,25,5,11,10
29.109346826,6,5,1000000,25,5,11,10
44.234337307,6,5,1000000,25,5,12,10
35.910931728,6,5,1000000,25,5,12,10
31.693172523,6,5,1000000,25,5,12,10
28.971064602,6,5,1000000,25,5,12,10
43.385547477,6,5,1000000,25,5,11,10
36.245606705,6,5,1000000,25,5,11,10
32.030918399,6,5,1000000,25,5,11,10
31.313847587,6,5,1000000,25,5,11,10
38.856617005,6,5,1000000,25,5,13,10
32.250109815,6,5,1000000,25,5,13,10
28.599677698,6,5,1000000,25,5,13,10
26.807629997,6,5,1000000,25,5,13,10
53.739563123,6,5,1000000,25,5,12,10
38.328674003,6,5,1000000,25,5,12,10
33.222163707,6,5,1000000,25,5,12,10
30.474661661,6,5,1000000,25,5,12,10
32.985085891,6,5,1000000,25,5,13,10
31.367965001,6,5,1000000,25,5,13,10
29.777977703,6,5,1000000,25,5,13,10
27.645961079,6,5,1000000,25,5,13,10
36.645985076,6,5,1000000,25,5,13,10
32.934477648,6,5,1000000,25,5,13,10
28.86991782,6,5,1000000,25,5,13,10
29.00873921,6,5,1000000,25,5,13,10
43.830421659,6,5,1000000,25,5,11,10
35.73782802,6,5,1000000,25,5,11,10
32.958195312,6,5,1000000,25,5,11,10
29.455725421,6,5,1000000,25,5,11,10
37.434229721,6,5,1000000,25,5,11,10
32.470951092,6,5,1000000,25,5,11,10
29.718284309,6,5,1000000,25,5,11,10
29.663506856,6,5,1000000,25,5,11,10
38.329636183,6,5,1000000,25,5,13,10
32.754668764,6,5,1000000,25,5,13,10
29.974526612,6,5,1000000,25,5,13,10
26.911857336,6,5,1000000,25,5,13,10
51.065960601,6,5,1000000,25,5,12,10
38.210932036,6,5,1000000,25,5,12,10
33.188979686,6,5,1000000,25,5,12,10
30.476129726,6,5,1000000,25,5,12,10
50.963988317,6,5,1000000,25,5,13,10
37.873091487,6,5,1000000,25,5,13,10
34.172466595,6,5,1000000,25,5,13,10
31.257245339,6,5,1000000,25,5,13,10
37.612859044,6,5,1000000,25,5,12,10
30.985425915,6,5,1000000,25,5,12,10
30.170571544,6,5,1000000,25,5,12,10
28.721021673,6,5,1000000,25,5,12,10
39.325707475,6,5,1000000,25,5,13,10
33.800079093,6,5,1000000,25,5,13,10
30.728788974,6,5,1000000,25,5,13,10
29.339703688,6,5,1000000,25,5,13,10
61.110318798,6,5,1000000,25,5,10,10
42.340793614,6,5,1000000,25,5,10,10
35.798097639,6,5,1000000,25,5,10,10
31.835868776,6,5,1000000,25,5,10,10
37.206269629,6,5,1000000,25,5,12,10
32.634441733,6,5,1000000,25,5,12,10
32.388490315,6,5,1000000,25,5,12,10
28.966866779,6,5,1000000,25,5,12,10
54.042757423,6,5,1000000,25,5,11,10
36.974634851,6,5,1000000,25,5,11,10
33.234208793,6,5,1000000,25,5,11,10
30.798169404,6,5,1000000,25,5,11,10
47.093423127,6,5,1000000,25,5,11,10
38.232077147,6,5,1000000,25,5,11,10
36.476629874,6,5,1000000,25,5,11,10
30.174797129,6,5,1000000,25,5,11,10
41.217060834,6,5,1000000,25,5,12,10
34.663810294,6,5,1000000,25,5,12,10
30.683485418,6,5,1000000,25,5,12,10
27.910266466,6,5,1000000,25,5,12,10
55.163052049,6,5,1000000,25,5,13,10
39.983154621,6,5,1000000,25,5,13,10
34.039897057,6,5,1000000,25,5,13,10
29.508675802,6,5,1000000,25,5,13,10
68.307355623,6,5,1000000,25,5,12,11
43.310064599,6,5,1000000,25,5,12,11
35.455312104,6,5,1000000,25,5,12,11
33.189862266,6,5,1000000,25,5,12,11
75.488912528,6,5,1000000,25,5,13,11
41.010237104,6,5,1000000,25,5,13,11
34.326054293,6,5,1000000,25,5,13,11
29.752716886,6,5,1000000,25,5,13,11
36.784223948,6,5,1000000,25,5,12,11
32.066156087,6,5,1000000,25,5,12,11
29.919797391,6,5,1000000,25,5,12,11
28.115173573,6,5,1000000,25,5,12,11
233.77849802,6,5,1000000,25,5,10,11
55.770719181,6,5,1000000,25,5,10,11
40.638267624,6,5,1000000,25,5,10,11
33.69568163,6,5,1000000,25,5,10,11
136.381360158,6,5,1000000,25,5,10,11
57.566288172,6,5,1000000,25,5,10,11
40.93688096,6,5,1000000,25,5,10,11
32.887523087,6,5,1000000,25,5,10,11
46.540017511,6,5,1000000,25,5,11,11
34.313674861,6,5,1000000,25,5,11,11
31.265048508,6,5,1000000,25,5,11,11
29.253687764,6,5,1000000,25,5,11,11
229.395935176,6,5,1000000,25,5,13,11
51.056142872,6,5,1000000,25,5,13,11
35.814323149,6,5,1000000,25,5,13,11
33.906539233,6,5,1000000,25,5,13,11
43.234282677,6,5,1000000,25,5,11,11
36.054121526,6,5,1000000,25,5,11,11
32.991469835,6,5,1000000,25,5,11,11
29.601347314,6,5,1000000,25,5,11,11
48.542659388,6,5,1000000,25,5,11,11
39.107258535,6,5,1000000,25,5,11,11
35.379931651,6,5,1000000,25,5,11,11
29.076788587,6,5,1000000,25,5,11,11
42.972076294,6,5,1000000,25,5,11,11
37.672573493,6,5,1000000,25,5,11,11
32.132810207,6,5,1000000,25,5,11,11
30.791166908,6,5,1000000,25,5,11,11
37.778498852,6,5,1000000,25,5,11,11
33.447608924,6,5,1000000,25,5,11,11
30.415063864,6,5,1000000,25,5,11,11
29.158338266,6,5,1000000,25,5,11,11
31.608118259,6,5,1000000,25,5,13,11
30.154379337,6,5,1000000,25,5,13,11
27.458731027,6,5,1000000,25,5,13,11
27.766962427,6,5,1000000,25,5,13,11
40.984147199,6,5,1000000,25,5,11,11
32.275534746,6,5,1000000,25,5,11,11
29.912034587,6,5,1000000,25,5,11,11
27.430761085,6,5,1000000,25,5,11,11
71.13461409,6,5,1000000,25,5,12,11
41.336972481,6,5,1000000,25,5,12,11
36.529291539,6,5,1000000,25,5,12,11
30.979186392,6,5,1000000,25,5,12,11
50.908837738,6,5,1000000,25,5,11,11
37.801615137,6,5,1000000,25,5,11,11
32.828296772,6,5,1000000,25,5,11,11
31.880317471,6,5,1000000,25,5,11,11
80.74185292,6,5,1000000,25,5,13,11
42.497165266,6,5,1000000,25,5,13,11
35.463646141,6,5,1000000,25,5,13,11
30.155751159,6,5,1000000,25,5,13,11
40.182600797,6,5,1000000,25,5,13,11
33.825868744,6,5,1000000,25,5,13,11
29.493435182,6,5,1000000,25,5,13,11
29.490160557,6,5,1000000,25,5,13,11
57.822603079,6,5,1000000,25,5,11,11
42.958989936,6,5,1000000,25,5,11,11
33.433908703,6,5,1000000,25,5,11,11
32.622375411,6,5,1000000,25,5,11,11
43.823841799,6,5,1000000,25,5,13,11
35.711267736,6,5,1000000,25,5,13,11
31.23681077,6,5,1000000,25,5,13,11
29.077950866,6,5,1000000,25,5,13,11
35.347045786,6,5,1000000,25,5,11,11
34.56324986,6,5,1000000,25,5,11,11
32.800568418,6,5,1000000,25,5,11,11
30.944800971,6,5,1000000,25,5,11,11
40.053908123,6,5,1000000,25,5,13,11
34.311479257,6,5,1000000,25,5,13,11
30.220380325,6,5,1000000,25,5,13,11
29.100768555,6,5,1000000,25,5,13,11
48.409863402,6,5,1000000,25,5,10,11
36.362287331,6,5,1000000,25,5,10,11
31.95669164,6,5,1000000,25,5,10,11
31.948808922,6,5,1000000,25,5,10,11
47.624116469,6,5,1000000,25,5,13,11
35.468652003,6,5,1000000,25,5,13,11
32.832874258,6,5,1000000,25,5,13,11
33.175769278,6,5,1000000,25,5,13,11
73.964432851,7,6,1000000,25,6,10,10
47.356743205,7,6,1000000,25,6,10,10
42.7258168,7,6,1000000,25,6,10,10
62.463978466,7,6,1000000,25,6,11,10
41.542636369,7,6,1000000,25,6,11,10
33.003793405,7,6,1000000,25,6,11,10
111.363921717,7,6,1000000,25,6,10,10
51.406663359,7,6,1000000,25,6,10,10
40.346565168,7,6,1000000,25,6,10,10
34.65765746,7,6,1000000,25,6,10,10
104.308784748,7,6,1000000,25,6,11,10
46.947784466,7,6,1000000,25,6,11,10
39.734355568,7,6,1000000,25,6,11,10
33.992989616,7,6,1000000,25,6,11,10
64.996178936,7,6,1000000,25,6,10,10
62.554854724,7,6,1000000,25,6,10,10
37.268214199,7,6,1000000,25,6,10,10
32.404840403,7,6,1000000,25,6,10,10
64.1904624,7,6,1000000,25,6,11,10
39.99033315,7,6,1000000,25,6,11,10
36.81833418,7,6,1000000,25,6,11,10
30.832921578,7,6,1000000,25,6,11,10
49.576453632,7,6,1000000,25,6,10,10
40.139861914,7,6,1000000,25,6,10,10
34.082621661,7,6,1000000,25,6,10,10
30.919552521,7,6,1000000,25,6,10,10
48.059580387,7,6,1000000,25,6,11,10
37.641916112,7,6,1000000,25,6,11,10
32.535426103,7,6,1000000,25,6,11,10
29.330920103,7,6,1000000,25,6,11,10
74.685141152,7,6,1000000,25,6,11,10
45.74063526,7,6,1000000,25,6,11,10
35.932821924,7,6,1000000,25,6,11,10
65.414467554,7,6,1000000,25,6,12,10
42.695226069,7,6,1000000,25,6,12,10
34.47299591,7,6,1000000,25,6,12,10
82.781301199,7,6,1000000,25,6,11,10
49.250267873,7,6,1000000,25,6,11,10
38.015695675,7,6,1000000,25,6,11,10
35.210558552,7,6,1000000,25,6,11,10
85.955216865,7,6,1000000,25,6,12,10
46.116067471,7,6,1000000,25,6,12,10
34.739174371,7,6,1000000,25,6,12,10
32.448829048,7,6,1000000,25,6,12,10
51.284184182,7,6,1000000,25,6,11,10
39.843699208,7,6,1000000,25,6,11,10
36.430500114,7,6,1000000,25,6,11,10
32.502435714,7,6,1000000,25,6,11,10
53.99945483,7,6,1000000,25,6,12,10
38.897383245,7,6,1000000,25,6,12,10
32.20566233,7,6,1000000,25,6,12,10
29.549528843,7,6,1000000,25,6,12,10
41.767258606,7,6,1000000,25,6,11,10
36.144484659,7,6,1000000,25,6,11,10
32.245954211,7,6,1000000,25,6,11,10
29.544960564,7,6,1000000,25,6,11,10
42.097082539,7,6,1000000,25,6,12,10
34.686876781,7,6,1000000,25,6,12,10
32.212059352,7,6,1000000,25,6,12,10
29.052516367,7,6,1000000,25,6,12,10
265.772715007,7,6,1000000,25,6,10,10
64.277181252,7,6,1000000,25,6,10,10
46.782163878,7,6,1000000,25,6,10,10
38.346340668,7,6,1000000,25,6,10,10
255.448543991,7,6,1000000,25,6,11,10
58.262341736,7,6,1000000,25,6,11,10
40.234439911,7,6,1000000,25,6,11,10
34.594607134,7,6,1000000,25,6,11,10
83.857236783,7,6,1000000,25,6,10,10
49.554086064,7,6,1000000,25,6,10,10
39.240141969,7,6,1000000,25,6,10,10
35.758260221,7,6,1000000,25,6,10,10
87.866138217,7,6,1000000,25,6,11,10
46.675516087,7,6,1000000,25,6,11,10
37.24372229,7,6,1000000,25,6,11,10
31.533206594,7,6,1000000,25,6,11,10
56.017063593,7,6,1000000,25,6,10,10
41.689177444,7,6,1000000,25,6,10,10
36.820240059,7,6,1000000,25,6,10,10
32.806549107,7,6,1000000,25,6,10,10
56.45773356,7,6,1000000,25,6,11,10
41.878411213,7,6,1000000,25,6,11,10
33.065387125,7,6,1000000,25,6,11,10
31.539642426,7,6,1000000,25,6,11,10
48.582588807,7,6,1000000,25,6,10,10
37.260250001,7,6,1000000,25,6,10,10
34.535474003,7,6,1000000,25,6,10,10
31.042577478,7,6,1000000,25,6,10,10
46.889508498,7,6,1000000,25,6,11,10
37.874956322,7,6,1000000,25,6,11,10
33.573024556,7,6,1000000,25,6,11,10
29.721073801,7,6,1000000,25,6,11,10
259.183876306,7,6,1000000,25,6,11,10
63.80065912,7,6,1000000,25,6,11,10
43.376184677,7,6,1000000,25,6,11,10
34.429644082,7,6,1000000,25,6,11,10
262.567545525,7,6,1000000,25,6,12,10
55.736243711,7,6,1000000,25,6,12,10
40.394076341,7,6,1000000,25,6,12,10
55.274912867,7,6,1000000,25,6,10,10
40.857504095,7,6,1000000,25,6,10,10
35.197259673,7,6,1000000,25,6,10,10
30.841073988,7,6,1000000,25,6,10,10
156.417580176,7,6,1000000,25,6,12,10
53.743750247,7,6,1000000,25,6,12,10
40.33219682,7,6,1000000,25,6,12,10
35.947784261,7,6,1000000,25,6,12,10
106.038625288,7,6,1000000,25,6,12,10
49.272329406,7,6,1000000,25,6,12,10
35.81056445,7,6,1000000,25,6,12,10
32.702025228,7,6,1000000,25,6,12,10
79.610312696,7,6,1000000,25,6,13,10
49.468672529,7,6,1000000,25,6,13,10
35.441765804,7,6,1000000,25,6,13,10
32.128047666,7,6,1000000,25,6,13,10
80.208772743,7,6,1000000,25,6,13,10
45.605977362,7,6,1000000,25,6,13,10
36.126540546,7,6,1000000,25,6,13,10
32.744921228,7,6,1000000,25,6,13,10
83.001331168,7,6,1000000,25,6,11,10
47.651549614,7,6,1000000,25,6,11,10
40.412845041,7,6,1000000,25,6,11,10
33.225202754,7,6,1000000,25,6,11,10
48.543317146,7,6,1000000,25,6,12,10
36.757113332,7,6,1000000,25,6,12,10
34.465918082,7,6,1000000,25,6,12,10
30.393416983,7,6,1000000,25,6,12,10
60.557823534,7,6,1000000,25,6,12,10
43.680121023,7,6,1000000,25,6,12,10
34.71326816,7,6,1000000,25,6,12,10
31.047246338,7,6,1000000,25,6,12,10
47.823425065,7,6,1000000,25,6,12,10
39.235674952,7,6,1000000,25,6,12,10
31.142529565,7,6,1000000,25,6,12,10
29.296729278,7,6,1000000,25,6,12,10
58.563501185,7,6,1000000,25,6,11,10
43.926258437,7,6,1000000,25,6,11,10
36.3761082,7,6,1000000,25,6,11,10
35.193408143,7,6,1000000,25,6,11,10
307.14236983,7,6,1000000,25,6,11,10
62.593346019,7,6,1000000,25,6,11,10
44.966211194,7,6,1000000,25,6,11,10
38.465991992,7,6,1000000,25,6,11,10
90.762530457,7,6,1000000,25,6,11,10
49.538029002,7,6,1000000,25,6,11,10
41.397103332,7,6,1000000,25,6,11,10
35.466743863,7,6,1000000,25,6,11,10
48.791205595,7,6,1000000,25,6,11,10
39.543500956,7,6,1000000,25,6,11,10
33.697871814,7,6,1000000,25,6,11,10
30.962084742,7,6,1000000,25,6,11,10
75.797212036,7,6,1000000,25,6,13,10
43.991970572,7,6,1000000,25,6,13,10
37.66140145,7,6,1000000,25,6,13,10
32.583559958,7,6,1000000,25,6,13,10
42.110265251,7,6,1000000,25,6,13,10
35.360381591,7,6,1000000,25,6,13,10
31.982353568,7,6,1000000,25,6,13,10
28.449990093,7,6,1000000,25,6,13,10
58.839002202,7,6,1000000,25,6,12,10
43.083833632,7,6,1000000,25,6,12,10
37.863705622,7,6,1000000,25,6,12,10
32.395875504,7,6,1000000,25,6,12,10
39.760445419,7,6,1000000,25,6,11,10
36.848863968,7,6,1000000,25,6,11,10
32.443613323,7,6,1000000,25,6,11,10
31.301618525,7,6,1000000,25,6,11,10
37.805984197,7,6,1000000,25,6,13,10
33.348562942,7,6,1000000,25,6,13,10
30.899570631,7,6,1000000,25,6,13,10
27.155980018,7,6,1000000,25,6,13,10
38.126149431,7,6,1000000,25,6,13,10
34.995962068,7,6,1000000,25,6,13,10
29.508789721,7,6,1000000,25,6,13,10
29.520569391,7,6,1000000,25,6,13,10
45.910189203,7,6,1000000,25,6,11,10
40.526271317,7,6,1000000,25,6,11,10
35.540579882,7,6,1000000,25,6,11,10
33.312289657,7,6,1000000,25,6,11,10
39.334505524,7,6,1000000,25,6,11,10
36.348715926,7,6,1000000,25,6,11,10
32.748817312,7,6,1000000,25,6,11,10
30.310986474,7,6,1000000,25,6,11,10
42.120635074,7,6,1000000,25,6,13,10
35.038421259,7,6,1000000,25,6,13,10
31.761318592,7,6,1000000,25,6,13,10
29.408131807,7,6,1000000,25,6,13,10
55.80486092,7,6,1000000,25,6,12,10
40.528313976,7,6,1000000,25,6,12,10
36.209472223,7,6,1000000,25,6,12,10
32.983437807,7,6,1000000,25,6,12,10
55.346783259,7,6,1000000,25,6,13,10
40.680473024,7,6,1000000,25,6,13,10
33.084079737,7,6,1000000,25,6,13,10
31.200478968,7,6,1000000,25,6,13,10
38.901714389,7,6,1000000,25,6,12,10
33.758550813,7,6,1000000,25,6,12,10
31.299653182,7,6,1000000,25,6,12,10
29.502618734,7,6,1000000,25,6,12,10
41.640329932,7,6,1000000,25,6,13,10
35.93487296,7,6,1000000,25,6,13,10
33.68101086,7,6,1000000,25,6,13,10
29.540096188,7,6,1000000,25,6,13,10
69.340307493,7,6,1000000,25,6,10,10
47.876088902,7,6,1000000,25,6,10,10
36.50551252,7,6,1000000,25,6,10,10
33.758571828,7,6,1000000,25,6,10,10
39.797956331,7,6,1000000,25,6,12,10
35.161875339,7,6,1000000,25,6,12,10
30.9240143,7,6,1000000,25,6,12,10
30.73045337,7,6,1000000,25,6,12,10
57.895759996,7,6,1000000,25,6,11,10
40.241404925,7,6,1000000,25,6,11,10
35.349017261,7,6,1000000,25,6,11,10
31.682884264,7,6,1000000,25,6,11,10
52.488304289,7,6,1000000,25,6,11,10
40.145196306,7,6,1000000,25,6,11,10
38.011268502,7,6,1000000,25,6,11,10
33.654413885,7,6,1000000,25,6,11,10
44.399501425,7,6,1000000,25,6,12,10
35.867680551,7,6,1000000,25,6,12,10
34.941544454,7,6,1000000,25,6,12,10
29.319269366,7,6,1000000,25,6,12,10
59.87445771,7,6,1000000,25,6,13,10
43.449705986,7,6,1000000,25,6,13,10
37.226256864,7,6,1000000,25,6,13,10
32.666462351,7,6,1000000,25,6,13,10
49.695204091,7,6,1000000,25,6,12,10
38.615330039,7,6,1000000,25,6,12,10
34.183739453,7,6,1000000,25,6,12,10
33.145070355,7,6,1000000,25,6,12,10
45.242495722,7,6,1000000,25,6,10,11
39.550905832,7,6,1000000,25,6,10,11
33.582187485,7,6,1000000,25,6,10,11
32.642937055,7,6,1000000,25,6,10,11
83.863939461,7,6,1000000,25,6,12,11
47.393798754,7,6,1000000,25,6,12,11
37.687292378,7,6,1000000,25,6,12,11
35.675151046,7,6,1000000,25,6,12,11
86.887875593,7,6,1000000,25,6,13,11
45.762281993,7,6,1000000,25,6,13,11
36.578408506,7,6,1000000,25,6,13,11
32.297661378,7,6,1000000,25,6,13,11
37.041823683,7,6,1000000,25,6,13,11
33.328789569,7,6,1000000,25,6,13,11
38.187721137,7,6,1000000,25,6,12,11
35.018104779,7,6,1000000,25,6,12,11
31.749930846,7,6,1000000,25,6,12,11
29.301326583,7,6,1000000,25,6,12,11
39.644397563,7,6,1000000,25,6,13,11
31.87847939,7,6,1000000,25,6,13,11
29.793133513,7,6,1000000,25,6,13,11
29.296972826,7,6,1000000,25,6,13,11
62.735293789,7,6,1000000,25,6,12,11
40.947601004,7,6,1000000,25,6,12,11
35.462880187,7,6,1000000,25,6,12,11
32.665751489,7,6,1000000,25,6,12,11
256.95644626,7,6,1000000,25,6,10,11
64.131671885,7,6,1000000,25,6,10,11
44.311267702,7,6,1000000,25,6,10,11
35.874489812,7,6,1000000,25,6,10,11
156.71851367,7,6,1000000,25,6,10,11
58.81602828,7,6,1000000,25,6,10,11
42.352908796,7,6,1000000,25,6,10,11
36.747813527,7,6,1000000,25,6,10,11
156.812398702,7,6,1000000,25,6,11,11
52.097089552,7,6,1000000,25,6,11,11
40.201615195,7,6,1000000,25,6,11,11
35.221301966,7,6,1000000,25,6,11,11
42.9308555,7,6,1000000,25,6,11,11
37.513423041,7,6,1000000,25,6,11,11
32.940650895,7,6,1000000,25,6,11,11
30.65451395,7,6,1000000,25,6,11,11
50.03185696,7,6,1000000,25,6,11,11
36.815474557,7,6,1000000,25,6,11,11
34.160188991,7,6,1000000,25,6,11,11
28.921470332,7,6,1000000,25,6,11,11
43.879970269,7,6,1000000,25,6,10,11
35.733576027,7,6,1000000,25,6,10,11
31.68878854,7,6,1000000,25,6,10,11
32.764077214,7,6,1000000,25,6,10,11
266.677198401,7,6,1000000,25,6,13,11
58.353198068,7,6,1000000,25,6,13,11
41.011730509,7,6,1000000,25,6,13,11
35.019901511,7,6,1000000,25,6,13,11
41.58674181,7,6,1000000,25,6,12,11
35.955727294,7,6,1000000,25,6,12,11
31.337647883,7,6,1000000,25,6,12,11
30.344307024,7,6,1000000,25,6,12,11
49.494178183,7,6,1000000,25,6,11,11
39.264464522,7,6,1000000,25,6,11,11
33.492127637,7,6,1000000,25,6,11,11
32.648098326,7,6,1000000,25,6,11,11
39.470502953,7,6,1000000,25,6,12,11
35.373825086,7,6,1000000,25,6,12,11
32.366807179,7,6,1000000,25,6,12,11
32.025382927,7,6,1000000,25,6,12,11
55.284446573,7,6,1000000,25,6,11,11
42.225844314,7,6,1000000,25,6,11,11
34.385316834,7,6,1000000,25,6,11,11
31.916790162,7,6,1000000,25,6,11,11
48.416001394,7,6,1000000,25,6,11,11
39.232604061,7,6,1000000,25,6,11,11
34.018276744,7,6,1000000,25,6,11,11
32.740983034,7,6,1000000,25,6,11,11
41.911014832,7,6,1000000,25,6,11,11
36.686578723,7,6,1000000,25,6,11,11
35.147345099,7,6,1000000,25,6,11,11
31.172690428,7,6,1000000,25,6,11,11
34.610881874,7,6,1000000,25,6,13,11
32.306595471,7,6,1000000,25,6,13,11
29.11384538,7,6,1000000,25,6,13,11
29.76452856,7,6,1000000,25,6,13,11
45.513404777,7,6,1000000,25,6,11,11
37.681609357,7,6,1000000,25,6,11,11
32.030477093,7,6,1000000,25,6,11,11
30.200232166,7,6,1000000,25,6,11,11
41.624051103,7,6,1000000,25,6,10,11
38.011027821,7,6,1000000,25,6,10,11
35.178464507,7,6,1000000,25,6,10,11
30.987032603,7,6,1000000,25,6,10,11
77.573446597,7,6,1000000,25,6,12,11
48.809639287,7,6,1000000,25,6,12,11
38.688418839,7,6,1000000,25,6,12,11
31.740795967,7,6,1000000,25,6,12,11
73.660441392,7,6,1000000,25,6,11,11
46.776512278,7,6,1000000,25,6,11,11
40.255976242,7,6,1000000,25,6,11,11
33.692383806,7,6,1000000,25,6,11,11
55.315590493,7,6,1000000,25,6,11,11
40.029573296,7,6,1000000,25,6,11,11
37.195379182,7,6,1000000,25,6,11,11
32.766906817,7,6,1000000,25,6,11,11
87.103208112,7,6,1000000,25,6,13,11
48.350488732,7,6,1000000,25,6,13,11
38.515831812,7,6,1000000,25,6,13,11
32.582721184,7,6,1000000,25,6,13,11
45.369093891,7,6,1000000,25,6,13,11
36.691673625,7,6,1000000,25,6,13,11
31.666201062,7,6,1000000,25,6,13,11
31.027038883,7,6,1000000,25,6,13,11
65.178988232,7,6,1000000,25,6,11,11
47.073131353,7,6,1000000,25,6,11,11
36.244425254,7,6,1000000,25,6,11,11
33.453096844,7,6,1000000,25,6,11,11
49.477838357,7,6,1000000,25,6,13,11
39.097020067,7,6,1000000,25,6,13,11
32.397532432,7,6,1000000,25,6,13,11
29.633060906,7,6,1000000,25,6,13,11
39.855450138,7,6,1000000,25,6,11,11
35.397578994,7,6,1000000,25,6,11,11
33.755935608,7,6,1000000,25,6,11,11
32.376094853,7,6,1000000,25,6,11,11
38.4531353,7,6,1000000,25,6,11,11
33.578091479,7,6,1000000,25,6,11,11
31.142525077,7,6,1000000,25,6,11,11
31.493961564,7,6,1000000,25,6,11,11
46.516562346,7,6,1000000,25,6,13,11
36.790651244,7,6,1000000,25,6,13,11
33.946540083,7,6,1000000,25,6,13,11
29.68898473,7,6,1000000,25,6,13,11
59.707315391,7,6,1000000,25,6,12,11
41.466866565,7,6,1000000,25,6,12,11
37.2026467,7,6,1000000,25,6,12,11
31.114189661,7,6,1000000,25,6,12,11
50.445830725,7,6,1000000,25,6,10,11
38.467160996,7,6,1000000,25,6,10,11
34.518369809,7,6,1000000,25,6,10,11
32.916226535,7,6,1000000,25,6,10,11
40.378571936,7,6,1000000,25,6,12,11
32.276576785,7,6,1000000,25,6,12,11
31.998613221,7,6,1000000,25,6,12,11
