"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",46,1200,1400,1500,1600,2100,2300,3400,3400,3400
"GET gold-1",49,1000,1400,1600,1800,2100,2200,2800,2800,2800
"GET gold-2",47,1200,1300,1500,1600,2100,2200,3800,3800,3800
"GET gold-3",45,1200,1400,1500,1600,2000,2100,3800,3800,3800
"GET gold-4",47,1100,1300,1600,1700,2000,2200,3700,3700,3700
"GET gold-5",49,1200,1300,1500,1700,2100,2200,2700,2700,2700
"GET gold-6",50,1200,1300,1500,1500,1700,1900,2700,2700,2700
"GET gold-7",45,1200,1400,1500,1700,1800,2200,3900,3900,3900
"Total",378,1200,1300,1500,1600,2000,2200,2700,3700,3900
