"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",10,2600,2600,2700,3300,4700,4700,4700,4700,4700
"GET silver-1",10,2600,2700,2800,3200,4600,4600,4600,4600,4600
"Total",20,2600,2700,2800,3200,4600,4700,4700,4700,4700
