"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",3,19000,19000,20000,20000,20000,20000,20000,20000,20000
"GET silver-1",4,17000,17000,22000,22000,22000,22000,22000,22000,22000
"GET silver-2",4,15000,15000,22000,22000,22000,22000,22000,22000,22000
"Total",11,15000,19000,20000,20000,22000,22000,22000,22000,22000
