"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",13,2000,2200,2200,2400,2900,3200,3200,3200,3200
"GET gold-1",17,1900,2000,2100,2200,2500,2900,2900,2900,2900
"GET gold-2",13,1900,2100,2100,2300,2400,3300,3300,3300,3300
"GET gold-3",12,2000,2000,2100,2100,2600,2800,2800,2800,2800
"GET gold-4",17,1700,2000,2100,2200,2400,2900,2900,2900,2900
"GET gold-5",15,1900,2100,2300,2400,2400,2600,2600,2600,2600
"Total",87,1900,2100,2200,2200,2500,2900,3200,3300,3300
