"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",44,1400,1400,1500,1600,1600,1800,1900,1900,1900
"GET gold-1",45,1400,1500,1500,1600,1700,1800,2200,2200,2200
"GET gold-2",43,1300,1400,1500,1500,1600,1800,2500,2500,2500
"GET gold-3",44,1400,1500,1500,1500,1600,1700,1900,1900,1900
"GET gold-4",43,1400,1400,1500,1500,1700,1700,2100,2100,2100
"GET gold-5",44,1300,1500,1500,1600,1700,1800,1800,1800,1800
"GET gold-6",42,1500,1500,1600,1600,1700,1700,1900,1900,1900
"GET gold-7",43,1300,1400,1500,1600,1700,1900,2500,2500,2500
"Total",348,1400,1500,1500,1500,1700,1800,2000,2300,2500
