"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",101,570,630,680,710,850,920,940,960,1400
"GET gold-1",98,560,640,710,770,910,1100,1100,1400,1400
"Total",199,560,630,700,740,880,940,1100,1400,1400
