"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",47,580,640,660,700,910,1100,1300,1300,1300
"GET gold-1",46,620,690,710,720,900,1100,1300,1300,1300
"Total",93,590,650,690,720,900,1100,1300,1300,1300
