"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",36,780,810,860,880,1200,1400,1400,1400,1400
"GET gold-1",37,740,840,870,890,1300,1400,1600,1600,1600
"Total",73,760,820,860,890,1200,1400,1400,1600,1600
