"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",54,1100,1200,1300,1300,1400,1400,1700,1800,1800
"Total",54,1100,1200,1300,1300,1400,1400,1700,1800,1800
