"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",43,1300,1500,1600,1700,1900,2200,2500,2500,2500
"GET gold-1",44,1300,1500,1600,1700,1900,2200,2500,2500,2500
"GET gold-2",37,1500,1600,1700,1900,2400,2600,3900,3900,3900
"GET gold-3",41,1300,1500,1700,1800,1900,2300,2600,2600,2600
"GET gold-4",40,1300,1500,1800,2100,2300,2600,2600,2600,2600
"GET gold-5",42,1300,1500,1800,1800,1800,1900,2300,2300,2300
"GET gold-6",42,1300,1500,1800,1800,1900,2300,2300,2300,2300
"GET gold-7",45,1200,1400,1500,1700,1900,2100,2300,2300,2300
"GET gold-8",43,1400,1600,1700,1800,1900,1900,2100,2100,2100
"Total",377,1300,1500,1700,1800,2000,2300,2500,2600,3900
