"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",24,1200,1400,1400,1400,1700,1700,1800,1800,1800
"GET gold-1",21,1200,1400,1500,1500,1800,1900,2100,2100,2100
"GET gold-2",19,1200,1500,1500,1600,1800,1900,1900,1900,1900
"GET gold-3",24,1200,1500,1500,1500,1600,1800,1800,1800,1800
"GET gold-4",19,1400,1400,1500,1500,1900,1900,1900,1900,1900
"GET gold-5",17,1400,1600,1700,1700,1900,2000,2000,2000,2000
"GET gold-6",20,1200,1500,1500,1500,1700,2000,2000,2000,2000
"GET gold-7",15,1500,1600,1700,1700,1900,2000,2000,2000,2000
"GET gold-8",23,1100,1300,1400,1400,1700,1800,1900,1900,1900
"Total",182,1200,1400,1500,1600,1700,1900,2000,2000,2100
