"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",49,1100,1300,1400,1400,1900,2000,2300,2300,2300
"GET gold-1",51,1100,1200,1300,1300,1800,1900,2200,2600,2600
"GET gold-2",50,1100,1300,1400,1500,1700,2000,2400,2400,2400
"GET gold-3",50,1200,1300,1400,1500,1800,1900,2200,2200,2200
"GET gold-4",49,1100,1300,1400,1500,1900,2300,2800,2800,2800
"GET gold-5",51,1100,1200,1300,1400,1800,2000,2000,2500,2500
"GET gold-6",47,1200,1400,1500,1600,1900,2100,2400,2400,2400
"GET gold-7",47,1100,1300,1500,1600,2100,2200,2500,2500,2500
"GET gold-8",50,1100,1300,1400,1500,1800,1900,2100,2100,2100
"Total",444,1100,1300,1400,1500,1800,2000,2400,2500,2800
