"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",55,1100,1200,1200,1300,1500,1500,1600,1800,1800
"GET gold-1",55,1100,1200,1200,1300,1400,1700,1800,2100,2100
"GET gold-2",28,1100,1200,1300,1300,1500,1600,2000,2000,2000
"GET gold-3",55,1100,1100,1200,1300,1500,1500,1800,2200,2200
"GET gold-4",55,1000,1200,1200,1300,1500,1700,1800,2000,2000
"GET gold-5",54,1100,1200,1300,1300,1400,1500,1600,1900,1900
"GET gold-6",55,1000,1200,1300,1400,1500,1600,1600,2000,2000
"GET gold-7",51,1100,1300,1300,1400,1600,1900,1900,2300,2300
"GET gold-8",54,1100,1200,1300,1300,1400,1500,1600,1700,1700
"GET gold-9",55,1000,1200,1200,1300,1400,1600,1700,2000,2000
"Total",517,1100,1200,1300,1300,1500,1600,1800,2000,2300
