"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",55,0,1100,1051,389,1811,19,0.92
"GET","gold-1",55,0,1100,1070,454,2099,19,0.92
"GET","gold-2",28,0,1100,1133,709,1969,19,0.47
"GET","gold-3",55,0,1100,1069,470,2237,19,0.92
"GET","gold-4",55,0,1000,1075,465,1967,19,0.92
"GET","gold-5",54,0,1000,1079,694,1881,19,0.91
"GET","gold-6",55,0,1000,1082,435,1977,19,0.92
"GET","gold-7",51,0,1100,1134,418,2278,19,0.86
"GET","gold-8",54,0,1100,1079,425,1740,19,0.91
"GET","gold-9",55,0,1000,1062,401,2013,19,0.92
"None","Total",517,0,1100,1080,389,2278,19,8.69
