"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",60,900,1200,1300,1400,1500,1700,1800,1900,1900
"GET gold-1",62,860,990,1200,1300,1500,1500,1900,1900,1900
"Total",122,870,1100,1300,1400,1500,1600,1900,1900,1900
