"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",36,1700,1800,2000,2000,2200,2300,2500,2500,2500
"GET gold-1",37,1600,1800,1800,1900,2100,2400,2400,2400,2400
"GET gold-2",37,1500,1700,1700,1800,2300,2900,3100,3100,3100
"GET gold-3",35,1700,1800,1900,2000,2300,2600,3100,3100,3100
"GET gold-4",36,1600,1900,2100,2100,2300,2400,3200,3200,3200
"GET gold-5",35,1600,1800,2200,2300,2400,2400,2900,2900,2900
"Total",216,1600,1800,1900,2000,2300,2400,2900,3100,3200
