"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",45,1300,1400,1500,1600,1700,1800,2200,2200,2200
"GET gold-1",45,1300,1500,1600,1600,1700,1800,2200,2200,2200
"GET gold-2",41,1500,1600,1700,1700,1900,2000,2300,2300,2300
"GET gold-3",47,1200,1400,1500,1600,1700,2100,2400,2400,2400
"GET gold-4",40,1400,1700,1800,1900,2000,2300,2400,2400,2400
"GET gold-5",46,1400,1500,1600,1600,2000,2100,2400,2400,2400
"GET gold-6",43,1300,1500,1700,1800,1900,2000,2400,2400,2400
"GET gold-7",44,1300,1400,1600,1700,2100,2200,2400,2400,2400
"GET gold-8",43,1300,1400,1600,1600,1800,2200,2600,2600,2600
"GET gold-9",40,1500,1700,1800,2000,2200,2400,2500,2500,2500
"Total",434,1300,1500,1600,1700,1900,2100,2400,2400,2600
