"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",25,1100,1200,1300,1400,1600,1600,2500,2500,2500
"GET gold-1",26,1100,1200,1300,1300,1600,1900,2400,2400,2400
"GET gold-2",27,1000,1000,1300,1400,1800,1900,2600,2600,2600
"GET gold-3",21,1200,1500,1500,1600,1900,2000,2100,2100,2100
"Total",99,1000,1200,1400,1500,1700,2000,2500,2600,2600
