"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",16,2000,2000,2200,2200,2800,3000,3000,3000,3000
"GET gold-1",14,1800,2200,2200,2300,2500,2700,2700,2700,2700
"GET gold-2",16,1900,2100,2200,2200,2700,2700,2700,2700,2700
"GET gold-3",14,1800,1900,2100,2200,2700,3900,3900,3900,3900
"GET gold-4",12,2000,2200,2300,2300,3000,3600,3600,3600,3600
"GET gold-5",12,1800,1800,2400,2400,2600,3400,3400,3400,3400
"GET gold-6",11,2000,2100,2200,2200,2300,2300,2300,2300,2300
"GET gold-7",14,1900,2200,2300,2300,2300,3000,3000,3000,3000
"Total",109,1900,2100,2200,2300,2700,3000,3400,3600,3900
