"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",28,990,1100,1200,1200,1300,1700,2100,2100,2100
"GET gold-1",23,960,1000,1300,1400,1600,1600,1600,1600,1600
"GET gold-2",28,970,1000,1100,1200,1400,1400,1500,1500,1500
"GET gold-3",31,920,1000,1200,1200,1400,1600,1600,1600,1600
"GET gold-4",22,920,1100,1300,1300,1400,1600,1800,1800,1800
"GET gold-5",28,1000,1100,1200,1300,1500,1800,1800,1800,1800
"GET gold-6",25,940,1200,1200,1300,1300,1400,1700,1700,1700
"GET gold-7",26,1000,1100,1100,1200,1200,1400,1500,1500,1500
"GET gold-8",20,990,1100,1100,1100,1400,2100,2100,2100,2100
"GET gold-9",24,840,890,1200,1200,1400,1500,1800,1800,1800
"Total",255,960,1100,1200,1200,1400,1600,1800,1800,2100
