"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",45,1200,1500,1600,1700,1900,2200,2500,2500,2500
"GET gold-1",44,1200,1400,1700,1800,2100,2400,3000,3000,3000
"GET gold-2",54,1100,1200,1300,1400,1700,2200,2200,2300,2300
"GET gold-3",50,1100,1300,1400,1400,1700,2100,4500,4500,4500
"GET gold-4",53,1000,1100,1400,1500,1800,2100,2500,2700,2700
"GET gold-5",53,1100,1200,1400,1400,1600,1900,1900,2200,2200
"GET gold-6",44,1300,1500,1500,1700,2100,2200,2800,2800,2800
"GET gold-7",51,1100,1300,1300,1400,1500,1900,1900,4800,4800
"GET gold-8",51,1100,1300,1400,1400,1700,2000,2100,2700,2700
"GET gold-9",52,1000,1200,1600,1600,1800,2000,2100,2800,2800
"Total",497,1100,1300,1400,1500,1800,2100,2500,2800,4800
