"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",18,1700,1800,1800,2000,2500,3900,3900,3900,3900
"GET gold-1",14,1500,1700,1800,1800,2100,2200,2200,2200,2200
"GET gold-2",18,1600,1700,1800,1900,2200,2700,2700,2700,2700
"GET gold-3",12,1800,1800,2300,2300,2400,2700,2700,2700,2700
"GET gold-4",12,1700,1900,2000,2000,2300,2500,2500,2500,2500
"GET gold-5",16,1600,1800,1800,1800,2500,2600,2600,2600,2600
"GET gold-6",19,1500,1700,1800,1800,1900,2500,2500,2500,2500
"GET gold-7",13,1700,1800,1900,2500,2700,2700,2700,2700,2700
"GET gold-8",15,1800,1800,1900,1900,2600,2600,2600,2600,2600
"GET gold-9",17,1600,1700,1800,1900,2300,2800,2800,2800,2800
"Total",154,1600,1800,1800,1900,2300,2600,2700,2800,3900
