"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",49,1100,1300,1500,1600,1800,1900,2500,2500,2500
"GET gold-1",52,1100,1400,1500,1600,1700,1900,1900,2100,2100
"GET gold-2",48,1100,1200,1500,1500,1800,1900,2500,2500,2500
"GET gold-3",50,1100,1200,1500,1600,2000,2100,2500,2500,2500
"GET gold-4",55,1000,1200,1300,1500,1700,1800,1800,2000,2000
"GET gold-5",50,1000,1300,1500,1600,1900,2000,3400,3400,3400
"GET gold-6",50,1100,1300,1400,1500,1700,1800,2500,2500,2500
"GET gold-7",51,1000,1300,1600,1700,1800,2100,2300,2600,2600
"Total",405,1100,1300,1500,1600,1800,2000,2400,2500,3400
