"Time","Usage GOLD consumer","Usage GOLD demo","Request GOLD consumer","Request GOLD demo","Tenants"
"2021-07-01T21:15:30.000Z",137,58,500,800,1
"2021-07-01T21:15:44.000Z",293,35,500,800,1
"2021-07-01T21:16:00.000Z",258,42,500,800,1
"2021-07-01T21:16:14.000Z",305,41,500,800,1
"2021-07-01T21:16:30.000Z",311,35,500,800,1
"2021-07-01T21:16:44.000Z",233,38,500,800,1
"2021-07-01T21:17:00.000Z",270,39,500,800,1
"2021-07-01T21:17:30.000Z",307,40,500,800,1
"2021-07-01T21:17:44.000Z",274,38,500,800,1
"2021-07-01T21:18:00.000Z",328,41,500,800,1
"2021-07-01T21:18:14.000Z",292,40,500,800,1
"2021-07-01T21:18:30.000Z",294,40,500,800,1
"2021-07-01T21:18:44.000Z",312,39,500,800,1
"2021-07-01T21:19:00.000Z",314,38,500,800,1
"2021-07-01T21:19:14.000Z",271,37,500,800,1
"2021-07-01T21:19:30.000Z",288,38,500,800,1
"2021-07-01T21:19:44.000Z",161,41,500,800,1
"2021-07-01T21:20:00.000Z",293,40,500,800,1
"2021-07-01T21:20:14.000Z",146,39,500,800,1
"2021-07-01T21:20:30.000Z",304,38,500,800,1
"2021-07-01T21:20:44.000Z",172,35,500,800,1
"2021-07-01T21:21:00.000Z",162,41,500,800,1
"2021-07-01T21:21:14.000Z",280,41,500,800,1
"2021-07-01T21:21:30.000Z",304,42,500,800,1
"2021-07-01T21:21:44.000Z",352,41,500,800,1
"2021-07-01T21:22:00.000Z",305,40,500,800,1
"2021-07-01T21:22:14.000Z",292,38,500,800,1
"2021-07-01T21:22:30.000Z",143,41,500,800,1
"2021-07-01T21:22:44.000Z",304,42,500,800,1
"2021-07-01T21:23:00.000Z",311,42,500,800,1
"2021-07-01T21:23:14.000Z",317,40,500,800,2
"2021-07-01T21:23:30.000Z",460,38,500,800,2
"2021-07-01T21:23:44.000Z",401,35,500,800,2
"2021-07-01T21:24:00.000Z",437,40,500,800,2
"2021-07-01T21:24:30.000Z",306,37,500,800,2
"2021-07-01T21:24:44.000Z",382,40,500,800,2
"2021-07-01T21:25:00.000Z",385,36,500,800,2
"2021-07-01T21:25:14.000Z",376,36,500,800,2
"2021-07-01T21:25:30.000Z",465,40,500,800,2
"2021-07-01T21:25:44.000Z",388,39,500,800,2
"2021-07-01T21:26:00.000Z",409,35,500,800,2
"2021-07-01T21:26:14.000Z",389,39,500,800,2
"2021-07-01T21:26:30.000Z",206,30,500,800,2
"2021-07-01T21:26:44.000Z",431,38,500,800,2
"2021-07-01T21:27:00.000Z",434,37,500,800,2
"2021-07-01T21:27:14.000Z",359,38,500,800,2
"2021-07-01T21:27:30.000Z",442,37,500,800,2
"2021-07-01T21:27:44.000Z",334,40,500,800,2
"2021-07-01T21:28:00.000Z",186,35,500,800,2
"2021-07-01T21:28:14.000Z",222,44,500,800,2
"2021-07-01T21:28:30.000Z",454,37,500,800,2
"2021-07-01T21:28:44.000Z",440,33,500,800,2
"2021-07-01T21:29:00.000Z",447,39,500,800,2
"2021-07-01T21:29:14.000Z",479,35,500,800,2
"2021-07-01T21:29:30.000Z",432,39,500,800,2
"2021-07-01T21:29:44.000Z",420,36,500,800,2
"2021-07-01T21:30:00.000Z",451,36,500,800,2
"2021-07-01T21:30:14.000Z",209,36,500,800,2
"2021-07-01T21:30:30.000Z",420,36,500,800,2
"2021-07-01T21:30:44.000Z",427,37,500,800,2
"2021-07-01T21:31:00.000Z",449,36,500,800,2
"2021-07-01T21:31:14.000Z",364,37,500,800,2
"2021-07-01T21:31:30.000Z",313,37,1250,800,3
"2021-07-01T21:31:44.000Z",389,38,1250,800,3
"2021-07-01T21:32:00.000Z",854,90,1250,800,3
"2021-07-01T21:32:14.000Z",651,92,1250,800,3
"2021-07-01T21:32:30.000Z",814,88,1250,800,3
"2021-07-01T21:32:44.000Z",785,86,1250,800,3
"2021-07-01T21:33:00.000Z",765,81,1250,800,3
"2021-07-01T21:33:14.000Z",791,87,1250,800,3
"2021-07-01T21:33:30.000Z",819,90,1250,800,3
"2021-07-01T21:33:44.000Z",603,81,1250,800,3
"2021-07-01T21:34:00.000Z",789,85,1250,800,3
"2021-07-01T21:34:14.000Z",719,93,1250,800,3
"2021-07-01T21:34:30.000Z",756,81,1250,800,3
"2021-07-01T21:34:44.000Z",714,86,1250,800,3
"2021-07-01T21:35:00.000Z",600,87,1250,800,3
"2021-07-01T21:35:14.000Z",356,85,1250,800,3
"2021-07-01T21:35:30.000Z",798,87,1250,800,3
"2021-07-01T21:35:44.000Z",780,90,1250,800,3
"2021-07-01T21:36:00.000Z",798,81,1250,800,3
"2021-07-01T21:36:14.000Z",479,90,1250,800,3
"2021-07-01T21:36:30.000Z",740,79,1250,800,3
"2021-07-01T21:36:44.000Z",813,89,1250,800,3
"2021-07-01T21:37:00.000Z",768,82,1250,800,3
"2021-07-01T21:37:14.000Z",818,82,1250,800,3
"2021-07-01T21:37:30.000Z",784,88,1250,800,3
