"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",5,0,5800,4961,3316,5960,19,0.21
"GET","silver-1",3,0,7100,6834,6061,7333,19,0.12
"GET","silver-2",3,0,8200,7704,5250,9648,19,0.12
"None","Total",11,0,6000,6220,3316,9648,19,0.45
