"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",5,5800,5900,5900,6000,6000,6000,6000,6000,6000
"GET silver-1",3,7100,7100,7300,7300,7300,7300,7300,7300,7300
"GET silver-2",3,8200,8200,9600,9600,9600,9600,9600,9600,9600
"Total",11,6000,7100,7300,7300,8200,9600,9600,9600,9600
