"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",6,4100,4100,4600,4600,5300,5300,5300,5300,5300
"GET silver-1",9,3600,3800,3800,4000,5300,5300,5300,5300,5300
"GET silver-2",10,2100,3100,3600,4000,4300,4300,4300,4300,4300
"Total",25,3100,3800,4000,4100,4600,5300,5300,5300,5300
