"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",18,0,2700,3239,1411,6794,19,0.31
"GET","silver-1",14,0,3800,4110,2111,6996,19,0.24
"GET","silver-2",15,0,3800,3892,1604,7199,19,0.26
"None","Total",47,0,3600,3707,1411,7199,19,0.81
