"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",30,750,810,890,910,1200,1200,1300,1300,1300
"GET gold-1",32,780,820,960,1000,1100,1100,1400,1400,1400
"GET gold-2",38,700,800,840,920,1000,1200,1400,1400,1400
"GET gold-3",28,790,850,920,950,1000,1100,1200,1200,1200
"GET gold-4",26,810,860,890,900,1100,1200,1200,1200,1200
"GET gold-5",38,720,830,880,910,1100,1400,2200,2200,2200
"GET gold-6",30,840,890,900,940,1000,1100,1100,1100,1100
"GET gold-7",38,790,830,850,890,1200,1300,1300,1300,1300
"GET gold-8",34,790,830,890,940,1000,1400,1400,1400,1400
"Total",294,780,840,890,910,1000,1200,1400,1400,2200
