"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",13,4500,4600,4800,6100,6600,6700,6700,6700,6700
"GET silver-1",13,4500,4700,4700,5300,5400,5500,5500,5500,5500
"Total",26,4500,4700,4800,5300,6100,6600,6700,6700,6700
