workload,namespace,nb_of_tenants,config,resource_size,completion_time
sql,silver,1,0_0_0_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m1Gi,101
sql,silver,4,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,154
sql,silver,7,0_0_1_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,158
sql,silver,6,0_0_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,192
sql,silver,5,0_0_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,160
sql,silver,4,0_0_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,130
sql,silver,3,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,131
sql,silver,2,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,89
sql,silver,1,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,62
sql,silver,2,0_0_0_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,86
sql,silver,3,0_0_1_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,103
sql,silver,4,0_0_0_3,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,115
sql,silver,5,0_0_1_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,123
sql,silver,6,0_1_0_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,169
sql,silver,7,0_0_1_2,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,137
sql,silver,10,0_0_2_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,152
sql,silver,12,0_1_1_1,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,144
sql,silver,11,0_0_3_0,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,143
sql,silver,10,0_0_1_3,c4m12Gi_c3m8Gi_c2m4Gi_c1m2Gi,151
