"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",58,940,1100,1200,1300,1600,1900,2000,2300,2300
"GET gold-1",62,910,1000,1200,1300,1600,1800,1900,2200,2200
"Total",120,920,1100,1200,1300,1600,1900,2000,2200,2300
