"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",19,1400,1500,1500,1500,1700,2300,2300,2300,2300
"GET gold-1",22,1400,1500,1600,1600,1700,1700,2100,2100,2100
"GET gold-2",13,1500,1700,1800,1900,2000,2200,2200,2200,2200
"GET gold-3",25,1200,1400,1400,1600,1600,1700,1700,1700,1700
"GET gold-4",14,1600,1700,1700,1700,1800,2100,2100,2100,2100
"GET gold-5",14,1500,1600,1700,1900,1900,2100,2100,2100,2100
"GET gold-6",17,1400,1700,1700,1700,2100,2300,2300,2300,2300
"GET gold-7",17,1500,1600,1600,1700,1800,2500,2500,2500,2500
"GET gold-8",20,1300,1500,1700,1900,2100,2200,2200,2200,2200
"GET gold-9",16,1500,1500,1600,1600,1800,2200,2200,2200,2200
"Total",177,1400,1500,1600,1700,1900,2100,2200,2300,2500
