"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",17,1600,1800,1900,2000,2300,2400,2400,2400,2400
"GET gold-1",18,1600,1700,1800,1800,1900,2300,2300,2300,2300
"Total",35,1600,1700,1800,1900,2000,2300,2400,2400,2400
