"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",37,1600,1700,1800,1800,1900,2000,2700,2700,2700
"GET gold-1",39,1500,1600,1700,1800,1900,2000,2600,2600,2600
"Total",76,1600,1700,1800,1800,1900,2000,2600,2700,2700
