"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",16,4100,4100,4300,4300,4800,5000,5000,5000,5000
"Total",16,4100,4100,4300,4300,4800,5000,5000,5000,5000
