"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",39,1400,1600,1600,1800,1900,3000,3100,3100,3100
"GET gold-1",40,1400,1600,1600,1700,1800,2500,3000,3000,3000
"GET gold-2",42,1400,1500,1700,1700,1900,2000,2200,2200,2200
"GET gold-3",38,1400,1700,1700,1900,2100,2200,3100,3100,3100
"GET gold-4",39,1500,1600,1600,1700,2100,2300,3300,3300,3300
"GET gold-5",40,1400,1600,1700,1800,2100,2300,3100,3100,3100
"GET gold-6",40,1400,1500,1600,1700,2000,2200,2700,2700,2700
"GET gold-7",41,1400,1500,1600,1600,1800,1900,2400,2400,2400
"GET gold-8",38,1500,1600,1600,1700,2100,2700,3200,3200,3200
"Total",357,1400,1600,1600,1700,1900,2200,2700,3100,3300
