"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",16,1300,1300,1500,1500,1700,3000,3000,3000,3000
"GET gold-1",17,1300,1500,1600,1600,1700,1900,1900,1900,1900
"GET gold-2",22,1200,1300,1400,1600,1900,2000,2900,2900,2900
"GET gold-3",18,1300,1400,1600,1700,1800,1800,1800,1800,1800
"GET gold-4",25,1100,1300,1300,1500,1600,1700,2200,2200,2200
"GET gold-5",18,1200,1300,1500,1500,1700,1900,1900,1900,1900
"GET gold-6",20,1200,1300,1400,1400,1800,3100,3100,3100,3100
"GET gold-7",21,1200,1300,1400,1400,1900,2000,2300,2300,2300
"GET gold-8",22,1200,1400,1400,1500,1800,2000,2000,2000,2000
"Total",179,1200,1300,1400,1500,1800,2000,2300,3000,3100
