"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",18,1300,1500,2000,2100,2100,2800,2800,2800,2800
"GET gold-1",17,1500,1900,1900,2100,2300,2800,2800,2800,2800
"GET gold-2",21,1300,1500,1800,1800,2200,2300,2600,2600,2600
"GET gold-3",16,1400,1800,2100,2100,2300,2600,2600,2600,2600
"GET gold-4",19,1200,1500,2100,2200,2600,2800,2800,2800,2800
"GET gold-5",11,2000,2600,2600,2600,2800,2800,2800,2800,2800
"GET gold-6",20,1400,1500,1900,2200,2600,2700,2700,2700,2700
"GET gold-7",12,2000,2100,2600,2600,2700,2800,2800,2800,2800
"GET gold-8",15,1300,1500,1900,2100,2200,2700,2700,2700,2700
"GET gold-9",11,1500,2100,2200,2200,2600,2800,2800,2800,2800
"Total",160,1400,1800,2100,2100,2600,2700,2800,2800,2800
