"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",36,1400,1700,1900,1900,2400,3400,3500,3500,3500
"GET gold-1",42,1400,1600,1700,1700,2100,2400,2600,2600,2600
"GET gold-2",37,1500,1700,1700,1900,2300,2700,2700,2700,2700
"GET gold-3",41,1500,1500,1600,1600,1800,2000,2500,2500,2500
"GET gold-4",35,1500,1700,1800,1800,2600,3000,3500,3500,3500
"GET gold-5",39,1500,1600,1700,1800,1900,2700,3100,3100,3100
"GET gold-6",35,1600,1700,1700,1800,2300,3000,3500,3500,3500
"GET gold-7",36,1600,1700,1800,2000,2500,2700,2700,2700,2700
"GET gold-8",37,1600,1700,1700,1800,2000,3000,3400,3400,3400
"GET gold-9",37,1500,1600,1800,1800,1900,2500,2800,2800,2800
"Total",375,1500,1600,1700,1800,2100,2700,3000,3400,3500
