"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",47,1100,1300,1400,1500,2000,2200,2400,2400,2400
"GET gold-1",47,1100,1400,1500,1600,2100,2100,2500,2500,2500
"GET gold-2",46,1200,1300,1500,1500,2100,2300,2400,2400,2400
"GET gold-3",46,1200,1400,1600,1700,2100,2200,2400,2400,2400
"GET gold-4",46,1200,1300,1500,1500,2200,2200,3300,3300,3300
"GET gold-5",47,1200,1400,1500,1600,2000,2200,2300,2300,2300
"GET gold-6",50,1100,1300,1400,1600,1800,2100,2300,2300,2300
"GET gold-7",53,1000,1200,1300,1500,1800,2100,2200,2300,2300
"GET gold-8",51,1100,1400,1500,1500,1700,2200,2300,2400,2400
"Total",433,1100,1300,1500,1600,2000,2200,2400,2400,3300
