"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",26,1200,1300,1500,1500,1700,1900,2000,2000,2000
"GET gold-1",27,960,1000,1200,1200,1400,1500,1600,1600,1600
"GET gold-2",28,910,1200,1400,1400,1500,1700,2000,2000,2000
"GET gold-3",20,1100,1300,1500,1500,1700,1900,1900,1900,1900
"GET gold-4",26,940,1100,1200,1300,1600,1900,2000,2000,2000
"GET gold-5",19,1100,1200,1300,1600,1900,2100,2100,2100,2100
"GET gold-6",24,1000,1200,1400,1400,1900,2000,2100,2100,2100
"GET gold-7",21,1000,1300,1500,1500,1900,2100,2100,2100,2100
"GET gold-8",22,990,1300,1400,1400,1600,1600,1600,1600,1600
"Total",213,990,1200,1300,1400,1600,1900,2000,2100,2100
