"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",26,0,1200,1126,696,1541,19,0.92
"None","Total",26,0,1200,1126,696,1541,19,0.92
