"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",6,0,8600,8892,7498,10100,19,0.10
"GET","silver-1",6,0,8800,9725,8296,14057,19,0.10
"None","Total",12,0,8800,9308,7498,14057,19,0.21
