"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",4,0,7400,7124,5417,8194,19,0.14
"GET","silver-1",3,0,7900,7698,6597,8596,19,0.11
"None","Total",7,0,7500,7370,5417,8596,19,0.25
