workload,namespace,nb_of_tenants,config,resource_size,completion_time
sql,silver,9,1_0_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,199
sql,silver,9,1_0_1_1,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,167
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,143
sql,silver,9,1_0_2_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,151
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,150
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,142
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,141
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,146
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,141
sql,silver,9,1_1_1_0,c6m4Gi_c4m2Gi_c3m2Gi_c2m2Gi,143
