"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",15,1700,1900,1900,2100,2200,2700,2700,2700,2700
"GET gold-1",13,1600,1900,2100,2300,2900,3100,3100,3100,3100
"GET gold-2",11,1900,2000,2300,2300,2900,3000,3000,3000,3000
"GET gold-3",15,1900,2000,2200,2300,2300,3900,3900,3900,3900
"GET gold-4",18,1700,1700,1800,1800,2300,2400,2400,2400,2400
"GET gold-5",20,1400,1800,2000,2000,2300,3000,3000,3000,3000
"GET gold-6",15,1600,1700,2000,2000,2200,3200,3200,3200,3200
"GET gold-7",12,1900,1900,2800,2800,3400,3500,3500,3500,3500
"Total",119,1600,1900,2000,2100,2400,3000,3400,3500,3900
