"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",33,1700,1900,2000,2300,2500,3000,3100,3100,3100
"GET gold-1",28,2000,2400,2600,2700,3100,3300,3400,3400,3400
"GET gold-2",31,1800,1900,2200,2400,2500,3300,3400,3400,3400
"GET gold-3",28,1800,2400,2600,2800,3100,3300,4500,4500,4500
"GET gold-4",31,1800,2200,2400,2400,2600,2800,3200,3200,3200
"GET gold-5",32,1700,1900,2200,2500,2700,2900,3100,3100,3100
"GET gold-6",35,1600,1800,1900,2000,2200,2400,3100,3100,3100
"GET gold-7",33,1700,1800,2100,2200,2500,3000,3400,3400,3400
"Total",251,1700,2000,2200,2400,2800,3100,3300,3400,4500
